County Name,Year,Income Per Capita($)
"Pulaski, IN",2011,"36,989"
"Putnam, IN",2011,"29,564"
"Randolph, IN",2011,"32,142"
"Ripley, IN",2011,"35,077"
"Rush, IN",2011,"35,425"
"St. Joseph, IN",2011,"36,706"
"Scott, IN",2011,"28,965"
"Shelby, IN",2011,"34,732"
"Spencer, IN",2011,"35,374"
"Starke, IN",2011,"28,713"
"Steuben, IN",2011,"33,018"
"Sullivan, IN",2011,"30,054"
"Switzerland, IN",2011,"25,153"
"Tippecanoe, IN",2011,"32,157"
"Tipton, IN",2011,"35,792"
"Union, IN",2011,"30,170"
"Vanderburgh, IN",2011,"40,876"
"Vermillion, IN",2011,"33,211"
"Vigo, IN",2011,"32,261"
"Wabash, IN",2011,"33,568"
"Warren, IN",2011,"38,732"
"Warrick, IN",2011,"43,846"
"Washington, IN",2011,"30,133"
"Wayne, IN",2011,"32,598"
"Wells, IN",2011,"35,122"
"White, IN",2011,"36,140"
"Whitley, IN",2011,"35,114"
"Adair, IA",2011,"40,937"
"Adams, IA",2011,"47,999"
"Allamakee, IA",2011,"37,859"
"Appanoose, IA",2011,"31,317"
"Audubon, IA",2011,"48,778"
"Benton, IA",2011,"42,761"
"Black Hawk, IA",2011,"37,123"
"Boone, IA",2011,"42,154"
"Bremer, IA",2011,"41,692"
"Buchanan, IA",2011,"42,039"
"Buena Vista, IA",2011,"41,975"
"Butler, IA",2011,"43,901"
"Calhoun, IA",2011,"46,383"
"Carroll, IA",2011,"45,445"
"Cass, IA",2011,"38,995"
"Cedar, IA",2011,"44,428"
"Cerro Gordo, IA",2011,"41,779"
"Cherokee, IA",2011,"44,331"
"Chickasaw, IA",2011,"43,991"
"Clarke, IA",2011,"32,758"
"Clay, IA",2011,"44,053"
"Clayton, IA",2011,"40,358"
"Clinton, IA",2011,"37,495"
"Crawford, IA",2011,"40,119"
"Dallas, IA",2011,"51,713"
"Davis, IA",2011,"31,168"
"Decatur, IA",2011,"28,246"
"Delaware, IA",2011,"39,979"
"Des Moines, IA",2011,"38,497"
"Dickinson, IA",2011,"47,043"
"Dubuque, IA",2011,"39,114"
"Emmet, IA",2011,"39,005"
"Fayette, IA",2011,"37,423"
"Floyd, IA",2011,"38,326"
"Franklin, IA",2011,"47,339"
"Fremont, IA",2011,"43,209"
"Greene, IA",2011,"46,387"
"Grundy, IA",2011,"46,926"
"Guthrie, IA",2011,"44,742"
"Hamilton, IA",2011,"46,153"
"Hancock, IA",2011,"45,013"
"Hardin, IA",2011,"46,060"
"Harrison, IA",2011,"39,601"
"Henry, IA",2011,"34,044"
"Howard, IA",2011,"42,381"
"Humboldt, IA",2011,"44,063"
"Ida, IA",2011,"45,409"
"Iowa, IA",2011,"43,443"
"Jackson, IA",2011,"37,216"
"Jasper, IA",2011,"36,668"
"Jefferson, IA",2011,"34,170"
"Johnson, IA",2011,"42,786"
"Jones, IA",2011,"36,568"
"Keokuk, IA",2011,"39,004"
"Kossuth, IA",2011,"48,471"
"Lee, IA",2011,"33,398"
"Linn, IA",2011,"43,196"
"Louisa, IA",2011,"34,263"
"Lucas, IA",2011,"33,905"
"Lyon, IA",2011,"48,255"
"Madison, IA",2011,"39,648"
"Mahaska, IA",2011,"35,683"
"Marion, IA",2011,"37,641"
"Marshall, IA",2011,"35,852"
"Mills, IA",2011,"46,513"
"Mitchell, IA",2011,"44,752"
"Monona, IA",2011,"40,383"
"Monroe, IA",2011,"34,761"
"Montgomery, IA",2011,"36,123"
"Muscatine, IA",2011,"38,542"
"O'Brien, IA",2011,"47,050"
"Osceola, IA",2011,"47,676"
"Page, IA",2011,"34,420"
"Palo Alto, IA",2011,"46,082"
"Plymouth, IA",2011,"45,555"
"Pocahontas, IA",2011,"48,507"
"Polk, IA",2011,"43,031"
"Pottawattamie, IA",2011,"36,114"
"Poweshiek, IA",2011,"39,088"
"Ringgold, IA",2011,"36,750"
"Sac, IA",2011,"48,907"
"Scott, IA",2011,"46,668"
"Shelby, IA",2011,"46,550"
"Sioux, IA",2011,"40,228"
"Story, IA",2011,"34,864"
"Tama, IA",2011,"40,429"
"Taylor, IA",2011,"37,779"
"Union, IA",2011,"35,953"
"Van Buren, IA",2011,"32,156"
"Wapello, IA",2011,"32,117"
"Warren, IA",2011,"39,893"
"Washington, IA",2011,"43,902"
"Wayne, IA",2011,"36,398"
"Webster, IA",2011,"38,219"
"Winnebago, IA",2011,"39,224"
"Winneshiek, IA",2011,"39,344"
"Woodbury, IA",2011,"36,548"
"Worth, IA",2011,"40,688"
"Wright, IA",2011,"47,170"
"Allen, KS",2011,"34,107"
"Anderson, KS",2011,"34,465"
"Atchison, KS",2011,"32,162"
"Barber, KS",2011,"43,555"
"Barton, KS",2011,"44,308"
"Bourbon, KS",2011,"33,673"
"Brown, KS",2011,"40,996"
"Butler, KS",2011,"38,480"
"Chase, KS",2011,"41,363"
"Chautauqua, KS",2011,"37,691"
"Cherokee, KS",2011,"31,803"
"Cheyenne, KS",2011,"52,053"
"Clark, KS",2011,"47,689"
"Clay, KS",2011,"40,265"
"Cloud, KS",2011,"33,321"
"Coffey, KS",2011,"49,434"
"Comanche, KS",2011,"38,090"
"Cowley, KS",2011,"33,698"
"Crawford, KS",2011,"32,355"
"Decatur, KS",2011,"46,344"
"Dickinson, KS",2011,"38,421"
"Doniphan, KS",2011,"33,305"
"Douglas, KS",2011,"35,016"
"Edwards, KS",2011,"55,404"
"Elk, KS",2011,"37,238"
"Ellis, KS",2011,"43,899"
"Ellsworth, KS",2011,"34,993"
"Finney, KS",2011,"37,440"
"Ford, KS",2011,"32,878"
"Franklin, KS",2011,"33,630"
"Geary, KS",2011,"43,838"
"Gove, KS",2011,"71,999"
"Graham, KS",2011,"52,886"
"Grant, KS",2011,"42,684"
"Gray, KS",2011,"61,805"
"Greeley, KS",2011,"69,346"
"Greenwood, KS",2011,"34,055"
"Hamilton, KS",2011,"53,328"
"Harper, KS",2011,"43,194"
"Harvey, KS",2011,"35,626"
"Haskell, KS",2011,"76,142"
"Hodgeman, KS",2011,"46,491"
"Jackson, KS",2011,"35,253"
"Jefferson, KS",2011,"36,259"
"Jewell, KS",2011,"51,628"
"Johnson, KS",2011,"54,865"
"Kearny, KS",2011,"50,271"
"Kingman, KS",2011,"38,466"
"Kiowa, KS",2011,"37,656"
"Labette, KS",2011,"35,714"
"Lane, KS",2011,"71,757"
"Leavenworth, KS",2011,"35,924"
"Lincoln, KS",2011,"36,912"
"Linn, KS",2011,"31,041"
"Logan, KS",2011,"51,448"
"Lyon, KS",2011,"30,563"
"McPherson, KS",2011,"43,695"
"Marion, KS",2011,"32,618"
"Marshall, KS",2011,"43,229"
"Meade, KS",2011,"54,458"
"Miami, KS",2011,"38,691"
"Mitchell, KS",2011,"46,705"
"Montgomery, KS",2011,"33,361"
"Morris, KS",2011,"35,830"
"Morton, KS",2011,"39,713"
"Nemaha, KS",2011,"47,149"
"Neosho, KS",2011,"32,578"
"Ness, KS",2011,"46,285"
"Norton, KS",2011,"39,851"
"Osage, KS",2011,"33,709"
"Osborne, KS",2011,"46,653"
"Ottawa, KS",2011,"36,749"
"Pawnee, KS",2011,"37,321"
"Phillips, KS",2011,"48,637"
"Pottawatomie, KS",2011,"47,404"
"Pratt, KS",2011,"44,903"
"Rawlins, KS",2011,"57,626"
"Reno, KS",2011,"34,514"
"Republic, KS",2011,"45,312"
"Rice, KS",2011,"38,269"
"Riley, KS",2011,"38,506"
"Rooks, KS",2011,"41,877"
"Rush, KS",2011,"41,990"
"Russell, KS",2011,"51,561"
"Saline, KS",2011,"39,347"
"Scott, KS",2011,"61,234"
"Sedgwick, KS",2011,"44,899"
"Seward, KS",2011,"33,219"
"Shawnee, KS",2011,"38,991"
"Sheridan, KS",2011,"60,491"
"Sherman, KS",2011,"45,014"
"Smith, KS",2011,"46,908"
"Stafford, KS",2011,"58,324"
"Stanton, KS",2011,"71,159"
"Stevens, KS",2011,"43,151"
"Sumner, KS",2011,"35,012"
"Thomas, KS",2011,"47,570"
"Trego, KS",2011,"41,298"
"Wabaunsee, KS",2011,"41,521"
"Wallace, KS",2011,"55,935"
"Washington, KS",2011,"43,983"
"Wichita, KS",2011,"71,295"
"Wilson, KS",2011,"35,041"
"Woodson, KS",2011,"33,147"
"Wyandotte, KS",2011,"38,445"
"Adair, KY",2011,"25,617"
"Allen, KY",2011,"25,734"
"Anderson, KY",2011,"33,358"
"Ballard, KY",2011,"33,670"
"Barren, KY",2011,"30,158"
"Bath, KY",2011,"26,201"
"Bell, KY",2011,"25,797"
"Boone, KY",2011,"39,036"
"Bourbon, KY",2011,"33,309"
"Boyd, KY",2011,"33,445"
"Boyle, KY",2011,"31,524"
"Bracken, KY",2011,"30,205"
"Breathitt, KY",2011,"27,743"
"Breckinridge, KY",2011,"28,214"
"Bullitt, KY",2011,"32,907"
"Butler, KY",2011,"28,778"
"Caldwell, KY",2011,"29,573"
"Calloway, KY",2011,"31,438"
"Campbell, KY",2011,"37,885"
"Carlisle, KY",2011,"40,402"
"Carroll, KY",2011,"30,765"
"Carter, KY",2011,"26,352"
"Casey, KY",2011,"24,740"
"Christian, KY",2011,"35,375"
"Clark, KY",2011,"34,348"
"Clay, KY",2011,"24,748"
"Clinton, KY",2011,"26,317"
"Crittenden, KY",2011,"30,406"
"Cumberland, KY",2011,"26,023"
"Daviess, KY",2011,"36,755"
"Edmonson, KY",2011,"26,044"
"Elliott, KY",2011,"18,737"
"Estill, KY",2011,"26,745"
"Fayette, KY",2011,"40,724"
"Fleming, KY",2011,"27,077"
"Floyd, KY",2011,"31,409"
"Franklin, KY",2011,"35,619"
"Fulton, KY",2011,"30,235"
"Gallatin, KY",2011,"25,162"
"Garrard, KY",2011,"28,073"
"Grant, KY",2011,"29,068"
"Graves, KY",2011,"31,824"
"Grayson, KY",2011,"27,503"
"Green, KY",2011,"28,439"
"Greenup, KY",2011,"33,877"
"Hancock, KY",2011,"34,116"
"Hardin, KY",2011,"37,256"
"Harlan, KY",2011,"28,403"
"Harrison, KY",2011,"29,151"
"Hart, KY",2011,"26,643"
"Henderson, KY",2011,"33,950"
"Henry, KY",2011,"31,938"
"Hickman, KY",2011,"35,137"
"Hopkins, KY",2011,"33,186"
"Jackson, KY",2011,"23,481"
"Jefferson, KY",2011,"40,693"
"Jessamine, KY",2011,"34,673"
"Johnson, KY",2011,"30,286"
"Kenton, KY",2011,"43,909"
"Knott, KY",2011,"28,375"
"Knox, KY",2011,"25,369"
"Larue, KY",2011,"29,514"
"Laurel, KY",2011,"29,075"
"Lawrence, KY",2011,"28,252"
"Lee, KY",2011,"24,136"
"Leslie, KY",2011,"30,150"
"Letcher, KY",2011,"29,762"
"Lewis, KY",2011,"24,945"
"Lincoln, KY",2011,"26,296"
"Livingston, KY",2011,"32,215"
"Logan, KY",2011,"30,580"
"Lyon, KY",2011,"27,222"
"McCracken, KY",2011,"39,595"
"McCreary, KY",2011,"20,321"
"McLean, KY",2011,"35,211"
"Madison, KY",2011,"30,243"
"Magoffin, KY",2011,"24,999"
"Marion, KY",2011,"27,336"
"Marshall, KY",2011,"34,364"
"Martin, KY",2011,"25,971"
"Mason, KY",2011,"32,669"
"Meade, KY",2011,"30,615"
"Menifee, KY",2011,"24,751"
"Mercer, KY",2011,"31,002"
"Metcalfe, KY",2011,"25,393"
"Monroe, KY",2011,"27,761"
"Montgomery, KY",2011,"29,058"
"Morgan, KY",2011,"22,675"
"Muhlenberg, KY",2011,"30,062"
"Nelson, KY",2011,"33,489"
"Nicholas, KY",2011,"29,505"
"Ohio, KY",2011,"28,064"
"Oldham, KY",2011,"49,440"
"Owen, KY",2011,"29,764"
"Owsley, KY",2011,"24,485"
"Pendleton, KY",2011,"33,161"
"Perry, KY",2011,"33,408"
"Pike, KY",2011,"32,333"
"Powell, KY",2011,"25,165"
"Pulaski, KY",2011,"30,316"
"Robertson, KY",2011,"26,157"
"Rockcastle, KY",2011,"25,411"
"Rowan, KY",2011,"27,000"
"Russell, KY",2011,"30,077"
"Scott, KY",2011,"35,474"
"Shelby, KY",2011,"36,281"
"Simpson, KY",2011,"31,060"
"Spencer, KY",2011,"35,502"
"Taylor, KY",2011,"28,688"
"Todd, KY",2011,"35,879"
"Trigg, KY",2011,"34,598"
"Trimble, KY",2011,"29,664"
"Union, KY",2011,"32,185"
"Warren, KY",2011,"32,759"
"Washington, KY",2011,"30,603"
"Wayne, KY",2011,"23,548"
"Webster, KY",2011,"33,189"
"Whitley, KY",2011,"28,744"
"Wolfe, KY",2011,"23,577"
"Woodford, KY",2011,"40,823"
"Acadia, LA",2011,"32,930"
"Allen, LA",2011,"27,074"
"Ascension, LA",2011,"41,121"
"Assumption, LA",2011,"36,304"
"Avoyelles, LA",2011,"32,951"
"Beauregard, LA",2011,"37,241"
"Bienville, LA",2011,"31,737"
"Bossier, LA",2011,"39,048"
"Caddo, LA",2011,"41,110"
"Calcasieu, LA",2011,"36,059"
"Caldwell, LA",2011,"29,837"
"Cameron, LA",2011,"36,088"
"Catahoula, LA",2011,"30,940"
"Claiborne, LA",2011,"29,917"
"Concordia, LA",2011,"33,782"
"De Soto, LA",2011,"35,965"
"East Baton Rouge, LA",2011,"42,484"
"East Carroll, LA",2011,"32,405"
"East Feliciana, LA",2011,"34,748"
"Evangeline, LA",2011,"30,691"
"Franklin, LA",2011,"29,012"
"Grant, LA",2011,"27,162"
"Iberia, LA",2011,"37,393"
"Iberville, LA",2011,"34,553"
"Jackson, LA",2011,"30,725"
"Jefferson, LA",2011,"42,913"
"Jefferson Davis, LA",2011,"32,874"
"Lafayette, LA",2011,"45,019"
"Lafourche, LA",2011,"40,112"
"LaSalle, LA",2011,"29,851"
"Lincoln, LA",2011,"31,919"
"Livingston, LA",2011,"34,853"
"Madison, LA",2011,"28,336"
"Morehouse, LA",2011,"32,283"
"Natchitoches, LA",2011,"32,242"
"Orleans, LA",2011,"42,156"
"Ouachita, LA",2011,"34,574"
"Plaquemines, LA",2011,"41,097"
"Pointe Coupee, LA",2011,"37,574"
"Rapides, LA",2011,"38,330"
"Red River, LA",2011,"31,182"
"Richland, LA",2011,"31,132"
"Sabine, LA",2011,"29,800"
"St. Bernard, LA",2011,"29,668"
"St. Charles, LA",2011,"42,570"
"St. Helena, LA",2011,"35,558"
"St. James, LA",2011,"39,623"
"St. John the Baptist, LA",2011,"35,485"
"St. Landry, LA",2011,"35,052"
"St. Martin, LA",2011,"33,763"
"St. Mary, LA",2011,"36,007"
"St. Tammany, LA",2011,"47,056"
"Tangipahoa, LA",2011,"34,150"
"Tensas, LA",2011,"37,777"
"Terrebonne, LA",2011,"38,876"
"Union, LA",2011,"30,954"
"Vermilion, LA",2011,"35,670"
"Vernon, LA",2011,"37,110"
"Washington, LA",2011,"29,331"
"Webster, LA",2011,"33,478"
"West Baton Rouge, LA",2011,"40,000"
"West Carroll, LA",2011,"27,328"
"West Feliciana, LA",2011,"29,908"
"Winn, LA",2011,"30,500"
"Androscoggin, ME",2011,"35,045"
"Aroostook, ME",2011,"34,222"
"Cumberland, ME",2011,"48,331"
"Franklin, ME",2011,"33,061"
"Hancock, ME",2011,"41,231"
"Kennebec, ME",2011,"38,526"
"Knox, ME",2011,"40,393"
"Lincoln, ME",2011,"41,531"
"Oxford, ME",2011,"32,011"
"Penobscot, ME",2011,"34,642"
"Piscataquis, ME",2011,"32,603"
"Sagadahoc, ME",2011,"41,178"
"Somerset, ME",2011,"33,185"
"Waldo, ME",2011,"34,124"
"Washington, ME",2011,"33,389"
"York, ME",2011,"41,597"
"Allegany, MD",2011,"33,258"
"Anne Arundel, MD",2011,"55,820"
"Baltimore, MD",2011,"50,567"
"Calvert, MD",2011,"52,385"
"Caroline, MD",2011,"36,671"
"Carroll, MD",2011,"50,609"
"Cecil, MD",2011,"39,482"
"Charles, MD",2011,"49,766"
"Dorchester, MD",2011,"37,931"
"Frederick, MD",2011,"51,085"
"Garrett, MD",2011,"36,321"
"Harford, MD",2011,"48,556"
"Howard, MD",2011,"68,268"
"Kent, MD",2011,"47,592"
"Montgomery, MD",2011,"75,098"
"Prince George's, MD",2011,"42,526"
"Queen Anne's, MD",2011,"52,018"
"St. Mary's, MD",2011,"48,964"
"Somerset, MD",2011,"26,394"
"Talbot, MD",2011,"59,790"
"Washington, MD",2011,"38,682"
"Wicomico, MD",2011,"35,458"
"Worcester, MD",2011,"46,298"
"Baltimore (Independent City), MD",2011,"40,158"
"Barnstable, MA",2011,"55,272"
"Berkshire, MA",2011,"43,654"
"Bristol, MA",2011,"42,339"
"Dukes, MA",2011,"68,982"
"Essex, MA",2011,"54,135"
"Franklin, MA",2011,"42,581"
"Hampden, MA",2011,"40,933"
"Hampshire, MA",2011,"41,220"
"Middlesex, MA",2011,"64,191"
"Nantucket, MA",2011,"90,217"
"Norfolk, MA",2011,"68,959"
"Plymouth, MA",2011,"50,837"
"Suffolk, MA",2011,"63,314"
"Worcester, MA",2011,"45,773"
"Alcona, MI",2011,"29,460"
"Alger, MI",2011,"26,227"
"Allegan, MI",2011,"35,821"
"Alpena, MI",2011,"33,143"
"Antrim, MI",2011,"33,857"
"Arenac, MI",2011,"29,593"
"Baraga, MI",2011,"27,113"
"Barry, MI",2011,"35,252"
"Bay, MI",2011,"34,581"
"Benzie, MI",2011,"32,450"
"Berrien, MI",2011,"37,470"
"Branch, MI",2011,"29,565"
"Calhoun, MI",2011,"32,916"
"Cass, MI",2011,"34,092"
"Charlevoix, MI",2011,"39,793"
"Cheboygan, MI",2011,"30,253"
"Chippewa, MI",2011,"28,165"
"Clare, MI",2011,"27,307"
"Clinton, MI",2011,"36,724"
"Crawford, MI",2011,"26,404"
"Delta, MI",2011,"33,001"
"Dickinson, MI",2011,"38,182"
"Eaton, MI",2011,"34,011"
"Emmet, MI",2011,"41,975"
"Genesee, MI",2011,"32,085"
"Gladwin, MI",2011,"28,710"
"Gogebic, MI",2011,"30,203"
"Grand Traverse, MI",2011,"37,793"
"Gratiot, MI",2011,"31,199"
"Hillsdale, MI",2011,"29,104"
"Houghton, MI",2011,"29,632"
"Huron, MI",2011,"39,634"
"Ingham, MI",2011,"33,830"
"Ionia, MI",2011,"27,956"
"Iosco, MI",2011,"29,035"
"Iron, MI",2011,"33,462"
"Isabella, MI",2011,"28,102"
"Jackson, MI",2011,"31,504"
"Kalamazoo, MI",2011,"38,601"
"Kalkaska, MI",2011,"27,397"
"Kent, MI",2011,"42,417"
"Keweenaw, MI",2011,"36,183"
"Lake, MI",2011,"25,923"
"Lapeer, MI",2011,"33,050"
"Leelanau, MI",2011,"44,337"
"Lenawee, MI",2011,"32,014"
"Livingston, MI",2011,"42,880"
"Luce, MI",2011,"25,272"
"Mackinac, MI",2011,"34,026"
"Macomb, MI",2011,"36,531"
"Manistee, MI",2011,"31,216"
"Marquette, MI",2011,"33,240"
"Mason, MI",2011,"32,586"
"Mecosta, MI",2011,"26,909"
"Menominee, MI",2011,"34,567"
"Midland, MI",2011,"45,316"
"Missaukee, MI",2011,"28,524"
"Monroe, MI",2011,"36,139"
"Montcalm, MI",2011,"27,582"
"Montmorency, MI",2011,"28,057"
"Muskegon, MI",2011,"30,550"
"Newaygo, MI",2011,"29,175"
"Oakland, MI",2011,"54,065"
"Oceana, MI",2011,"29,853"
"Ogemaw, MI",2011,"27,565"
"Ontonagon, MI",2011,"30,170"
"Osceola, MI",2011,"28,221"
"Oscoda, MI",2011,"27,394"
"Otsego, MI",2011,"33,632"
"Ottawa, MI",2011,"36,808"
"Presque Isle, MI",2011,"30,703"
"Roscommon, MI",2011,"29,694"
"Saginaw, MI",2011,"31,822"
"St. Clair, MI",2011,"34,324"
"St. Joseph, MI",2011,"30,378"
"Sanilac, MI",2011,"30,798"
"Schoolcraft, MI",2011,"31,228"
"Shiawassee, MI",2011,"31,285"
"Tuscola, MI",2011,"30,099"
"Van Buren, MI",2011,"33,571"
"Washtenaw, MI",2011,"45,064"
"Wayne, MI",2011,"34,351"
"Wexford, MI",2011,"29,644"
"Aitkin, MN",2011,"30,316"
"Anoka, MN",2011,"40,565"
"Becker, MN",2011,"38,098"
"Beltrami, MN",2011,"32,316"
"Benton, MN",2011,"35,022"
"Big Stone, MN",2011,"41,910"
"Blue Earth, MN",2011,"36,754"
"Brown, MN",2011,"43,195"
"Carlton, MN",2011,"34,101"
"Carver, MN",2011,"55,239"
"Cass, MN",2011,"36,935"
"Chippewa, MN",2011,"43,805"
"Chisago, MN",2011,"37,555"
"Clay, MN",2011,"35,895"
"Clearwater, MN",2011,"33,019"
"Cook, MN",2011,"43,630"
"Cottonwood, MN",2011,"41,866"
"Crow Wing, MN",2011,"35,160"
"Dakota, MN",2011,"48,013"
"Dodge, MN",2011,"41,266"
"Douglas, MN",2011,"45,799"
"Faribault, MN",2011,"42,614"
"Fillmore, MN",2011,"39,576"
"Freeborn, MN",2011,"38,099"
"Goodhue, MN",2011,"42,430"
"Grant, MN",2011,"41,621"
"Hennepin, MN",2011,"57,940"
"Houston, MN",2011,"41,213"
"Hubbard, MN",2011,"32,626"
"Isanti, MN",2011,"34,981"
"Itasca, MN",2011,"34,277"
"Jackson, MN",2011,"47,441"
"Kanabec, MN",2011,"31,574"
"Kandiyohi, MN",2011,"42,205"
"Kittson, MN",2011,"43,080"
"Koochiching, MN",2011,"35,756"
"Lac qui Parle, MN",2011,"48,892"
"Lake, MN",2011,"38,936"
"Lake of the Woods, MN",2011,"38,143"
"Le Sueur, MN",2011,"38,283"
"Lincoln, MN",2011,"42,555"
"Lyon, MN",2011,"42,044"
"McLeod, MN",2011,"38,548"
"Mahnomen, MN",2011,"30,522"
"Marshall, MN",2011,"42,127"
"Martin, MN",2011,"44,225"
"Meeker, MN",2011,"35,320"
"Mille Lacs, MN",2011,"33,048"
"Morrison, MN",2011,"34,695"
"Mower, MN",2011,"39,836"
"Murray, MN",2011,"51,188"
"Nicollet, MN",2011,"40,020"
"Nobles, MN",2011,"40,693"
"Norman, MN",2011,"39,249"
"Olmsted, MN",2011,"45,655"
"Otter Tail, MN",2011,"38,123"
"Pennington, MN",2011,"42,571"
"Pine, MN",2011,"29,236"
"Pipestone, MN",2011,"46,632"
"Polk, MN",2011,"39,899"
"Pope, MN",2011,"39,568"
"Ramsey, MN",2011,"43,698"
"Red Lake, MN",2011,"39,106"
"Redwood, MN",2011,"45,391"
"Renville, MN",2011,"44,093"
"Rice, MN",2011,"35,328"
"Rock, MN",2011,"46,318"
"Roseau, MN",2011,"40,704"
"St. Louis, MN",2011,"40,250"
"Scott, MN",2011,"47,225"
"Sherburne, MN",2011,"37,139"
"Sibley, MN",2011,"40,276"
"Stearns, MN",2011,"37,469"
"Steele, MN",2011,"38,915"
"Stevens, MN",2011,"46,394"
"Swift, MN",2011,"42,000"
"Todd, MN",2011,"33,662"
"Traverse, MN",2011,"45,378"
"Wabasha, MN",2011,"40,069"
"Wadena, MN",2011,"31,574"
"Waseca, MN",2011,"40,640"
"Washington, MN",2011,"51,310"
"Watonwan, MN",2011,"39,810"
"Wilkin, MN",2011,"47,971"
"Winona, MN",2011,"39,001"
"Wright, MN",2011,"39,245"
"Yellow Medicine, MN",2011,"47,205"
"Adams, MS",2011,"30,773"
"Alcorn, MS",2011,"28,882"
"Amite, MS",2011,"26,102"
"Attala, MS",2011,"30,374"
"Benton, MS",2011,"23,995"
"Bolivar, MS",2011,"31,557"
"Calhoun, MS",2011,"27,680"
"Carroll, MS",2011,"30,842"
"Chickasaw, MS",2011,"29,034"
"Choctaw, MS",2011,"25,913"
"Claiborne, MS",2011,"27,591"
"Clarke, MS",2011,"30,493"
"Clay, MS",2011,"31,511"
"Coahoma, MS",2011,"31,240"
"Copiah, MS",2011,"28,996"
"Covington, MS",2011,"27,829"
"DeSoto, MS",2011,"33,216"
"Forrest, MS",2011,"32,493"
"Franklin, MS",2011,"29,118"
"George, MS",2011,"28,672"
"Greene, MS",2011,"23,494"
"Grenada, MS",2011,"31,461"
"Hancock, MS",2011,"32,067"
"Harrison, MS",2011,"34,247"
"Hinds, MS",2011,"36,735"
"Holmes, MS",2011,"25,683"
"Humphreys, MS",2011,"29,844"
"Issaquena, MS",2011,"24,414"
"Itawamba, MS",2011,"28,934"
"Jackson, MS",2011,"34,870"
"Jasper, MS",2011,"28,885"
"Jefferson, MS",2011,"28,187"
"Jefferson Davis, MS",2011,"25,145"
"Jones, MS",2011,"32,988"
"Kemper, MS",2011,"23,596"
"Lafayette, MS",2011,"32,754"
"Lamar, MS",2011,"32,828"
"Lauderdale, MS",2011,"31,560"
"Lawrence, MS",2011,"27,742"
"Leake, MS",2011,"23,294"
"Lee, MS",2011,"33,777"
"Leflore, MS",2011,"30,938"
"Lincoln, MS",2011,"32,015"
"Lowndes, MS",2011,"33,262"
"Madison, MS",2011,"51,198"
"Marion, MS",2011,"26,041"
"Marshall, MS",2011,"26,470"
"Monroe, MS",2011,"28,958"
"Montgomery, MS",2011,"28,483"
"Neshoba, MS",2011,"32,222"
"Newton, MS",2011,"28,687"
"Noxubee, MS",2011,"27,185"
"Oktibbeha, MS",2011,"29,042"
"Panola, MS",2011,"28,209"
"Pearl River, MS",2011,"32,497"
"Perry, MS",2011,"25,928"
"Pike, MS",2011,"27,434"
"Pontotoc, MS",2011,"28,691"
"Prentiss, MS",2011,"25,917"
"Quitman, MS",2011,"27,160"
"Rankin, MS",2011,"37,651"
"Scott, MS",2011,"25,216"
"Sharkey, MS",2011,"29,360"
"Simpson, MS",2011,"29,468"
"Smith, MS",2011,"26,012"
"Stone, MS",2011,"29,148"
"Sunflower, MS",2011,"25,265"
"Tallahatchie, MS",2011,"24,480"
"Tate, MS",2011,"29,235"
"Tippah, MS",2011,"27,793"
"Tishomingo, MS",2011,"26,722"
"Tunica, MS",2011,"28,994"
"Union, MS",2011,"27,430"
"Walthall, MS",2011,"25,013"
"Warren, MS",2011,"34,763"
"Washington, MS",2011,"31,511"
"Wayne, MS",2011,"28,533"
"Webster, MS",2011,"31,173"
"Wilkinson, MS",2011,"26,297"
"Winston, MS",2011,"27,333"
"Yalobusha, MS",2011,"30,301"
"Yazoo, MS",2011,"26,614"
"Adair, MO",2011,"28,491"
"Andrew, MO",2011,"37,507"
"Atchison, MO",2011,"44,761"
"Audrain, MO",2011,"33,733"
"Barry, MO",2011,"29,286"
"Barton, MO",2011,"31,871"
"Bates, MO",2011,"31,626"
"Benton, MO",2011,"29,742"
"Bollinger, MO",2011,"27,283"
"Boone, MO",2011,"38,811"
"Buchanan, MO",2011,"33,502"
"Butler, MO",2011,"31,976"
"Caldwell, MO",2011,"30,340"
"Callaway, MO",2011,"32,108"
"Camden, MO",2011,"30,310"
"Cape Girardeau, MO",2011,"36,457"
"Carroll, MO",2011,"38,070"
"Carter, MO",2011,"27,835"
"Cass, MO",2011,"37,164"
"Cedar, MO",2011,"26,826"
"Chariton, MO",2011,"39,622"
"Christian, MO",2011,"31,439"
"Clark, MO",2011,"30,908"
"Clay, MO",2011,"39,623"
"Clinton, MO",2011,"35,113"
"Cole, MO",2011,"39,115"
"Cooper, MO",2011,"31,446"
"Crawford, MO",2011,"28,052"
"Dade, MO",2011,"26,595"
"Dallas, MO",2011,"26,050"
"Daviess, MO",2011,"31,195"
"DeKalb, MO",2011,"25,222"
"Dent, MO",2011,"27,590"
"Douglas, MO",2011,"22,584"
"Dunklin, MO",2011,"32,583"
"Franklin, MO",2011,"34,959"
"Gasconade, MO",2011,"31,833"
"Gentry, MO",2011,"37,334"
"Greene, MO",2011,"35,336"
"Grundy, MO",2011,"31,179"
"Harrison, MO",2011,"33,966"
"Henry, MO",2011,"33,397"
"Hickory, MO",2011,"21,985"
"Holt, MO",2011,"37,349"
"Howard, MO",2011,"32,737"
"Howell, MO",2011,"27,788"
"Iron, MO",2011,"27,096"
