County Name,Year,GDP($K)
"Madison, IL",2011,"10,924,039.00"
"Marion, IL",2011,"1,294,037.00"
"Marshall, IL",2011,"438,852.00"
"Mason, IL",2011,"603,058.00"
"Massac, IL",2011,"907,646.00"
"Menard, IL",2011,"304,679.00"
"Mercer, IL",2011,"460,271.00"
"Monroe, IL",2011,"819,902.00"
"Montgomery, IL",2011,"1,249,631.00"
"Morgan, IL",2011,"1,411,578.00"
"Moultrie, IL",2011,"684,030.00"
"Ogle, IL",2011,"2,732,430.00"
"Peoria, IL",2011,"11,460,617.00"
"Perry, IL",2011,"663,411.00"
"Piatt, IL",2011,"495,205.00"
"Pike, IL",2011,"530,227.00"
"Pope, IL",2011,"98,713.00"
"Pulaski, IL",2011,"230,306.00"
"Putnam, IL",2011,"345,930.00"
"Randolph, IL",2011,"1,777,366.00"
"Richland, IL",2011,"582,725.00"
"Rock Island, IL",2011,"9,868,190.00"
"St. Clair, IL",2011,"10,705,037.00"
"Saline, IL",2011,"1,092,123.00"
"Sangamon, IL",2011,"9,824,569.00"
"Schuyler, IL",2011,"255,937.00"
"Scott, IL",2011,"194,971.00"
"Shelby, IL",2011,"683,605.00"
"Stark, IL",2011,"250,201.00"
"Stephenson, IL",2011,"1,901,960.00"
"Tazewell, IL",2011,"10,499,886.00"
"Union, IL",2011,"456,358.00"
"Vermilion, IL",2011,"3,035,401.00"
"Wabash, IL",2011,"401,007.00"
"Warren, IL",2011,"681,306.00"
"Washington, IL",2011,"1,068,164.00"
"Wayne, IL",2011,"555,493.00"
"White, IL",2011,"657,604.00"
"Whiteside, IL",2011,"2,177,286.00"
"Will, IL",2011,"23,489,493.00"
"Williamson, IL",2011,"2,747,763.00"
"Winnebago, IL",2011,"12,597,543.00"
"Woodford, IL",2011,"1,083,933.00"
"Adams, IN",2011,"1,121,670.00"
"Allen, IN",2011,"15,567,691.00"
"Bartholomew, IN",2011,"5,193,877.00"
"Benton, IN",2011,"380,537.00"
"Blackford, IN",2011,"282,424.00"
"Boone, IN",2011,"1,951,052.00"
"Brown, IN",2011,"229,150.00"
"Carroll, IN",2011,"622,048.00"
"Cass, IN",2011,"1,197,415.00"
"Clark, IN",2011,"4,253,636.00"
"Clay, IN",2011,"608,888.00"
"Clinton, IN",2011,"1,103,435.00"
"Crawford, IN",2011,"175,626.00"
"Daviess, IN",2011,"1,000,983.00"
"Dearborn, IN",2011,"1,546,361.00"
"Decatur, IN",2011,"1,168,441.00"
"DeKalb, IN",2011,"1,904,611.00"
"Delaware, IN",2011,"3,422,242.00"
"Dubois, IN",2011,"2,130,287.00"
"Elkhart, IN",2011,"8,669,880.00"
"Fayette, IN",2011,"556,671.00"
"Floyd, IN",2011,"2,209,000.00"
"Fountain, IN",2011,"525,126.00"
"Franklin, IN",2011,"452,966.00"
"Fulton, IN",2011,"583,495.00"
"Gibson, IN",2011,"2,594,947.00"
"Grant, IN",2011,"2,434,505.00"
"Greene, IN",2011,"557,891.00"
"Hamilton, IN",2011,"11,681,363.00"
"Hancock, IN",2011,"1,790,990.00"
"Harrison, IN",2011,"865,314.00"
"Hendricks, IN",2011,"3,975,363.00"
"Henry, IN",2011,"1,022,011.00"
"Howard, IN",2011,"3,809,532.00"
"Huntington, IN",2011,"1,178,337.00"
"Jackson, IN",2011,"1,826,767.00"
"Jasper, IN",2011,"1,311,937.00"
"Jay, IN",2011,"785,076.00"
"Jefferson, IN",2011,"1,338,407.00"
"Jennings, IN",2011,"586,177.00"
"Johnson, IN",2011,"3,391,898.00"
"Knox, IN",2011,"1,528,495.00"
"Kosciusko, IN",2011,"5,088,680.00"
"Lagrange, IN",2011,"990,989.00"
"Lake, IN",2011,"20,861,875.00"
"LaPorte, IN",2011,"3,778,340.00"
"Lawrence, IN",2011,"1,001,126.00"
"Madison, IN",2011,"3,195,719.00"
"Marion, IN",2011,"80,123,827.00"
"Marshall, IN",2011,"1,430,909.00"
"Martin, IN",2011,"891,088.00"
"Miami, IN",2011,"806,816.00"
"Monroe, IN",2011,"5,139,557.00"
"Montgomery, IN",2011,"1,493,383.00"
"Morgan, IN",2011,"1,287,348.00"
"Newton, IN",2011,"342,373.00"
"Noble, IN",2011,"1,534,737.00"
"Ohio, IN",2011,"173,526.00"
"Orange, IN",2011,"527,063.00"
"Owen, IN",2011,"469,852.00"
"Parke, IN",2011,"283,517.00"
"Perry, IN",2011,"746,443.00"
"Pike, IN",2011,"793,528.00"
"Porter, IN",2011,"5,427,534.00"
"Posey, IN",2011,"2,390,535.00"
"Pulaski, IN",2011,"471,946.00"
"Putnam, IN",2011,"875,791.00"
"Randolph, IN",2011,"786,658.00"
"Ripley, IN",2011,"1,170,889.00"
"Rush, IN",2011,"483,981.00"
"St. Joseph, IN",2011,"11,104,006.00"
"Scott, IN",2011,"534,412.00"
"Shelby, IN",2011,"1,599,558.00"
"Spencer, IN",2011,"1,216,809.00"
"Starke, IN",2011,"384,995.00"
"Steuben, IN",2011,"1,081,628.00"
"Sullivan, IN",2011,"1,052,629.00"
"Switzerland, IN",2011,"212,607.00"
"Tippecanoe, IN",2011,"7,224,436.00"
"Tipton, IN",2011,"395,794.00"
"Union, IN",2011,"137,847.00"
"Vanderburgh, IN",2011,"9,885,513.00"
"Vermillion, IN",2011,"815,113.00"
"Vigo, IN",2011,"4,290,930.00"
"Wabash, IN",2011,"998,853.00"
"Warren, IN",2011,"243,943.00"
"Warrick, IN",2011,"1,854,450.00"
"Washington, IN",2011,"485,954.00"
"Wayne, IN",2011,"2,359,884.00"
"Wells, IN",2011,"949,674.00"
"White, IN",2011,"848,123.00"
"Whitley, IN",2011,"967,359.00"
"Adair, IA",2011,"309,564.00"
"Adams, IA",2011,"179,456.00"
"Allamakee, IA",2011,"542,591.00"
"Appanoose, IA",2011,"360,821.00"
"Audubon, IA",2011,"272,011.00"
"Benton, IA",2011,"688,112.00"
"Black Hawk, IA",2011,"6,611,047.00"
"Boone, IA",2011,"932,143.00"
"Bremer, IA",2011,"898,896.00"
"Buchanan, IA",2011,"702,459.00"
"Buena Vista, IA",2011,"1,172,771.00"
"Butler, IA",2011,"514,504.00"
"Calhoun, IA",2011,"432,621.00"
"Carroll, IA",2011,"1,154,795.00"
"Cass, IA",2011,"536,078.00"
"Cedar, IA",2011,"569,912.00"
"Cerro Gordo, IA",2011,"2,107,983.00"
"Cherokee, IA",2011,"658,476.00"
"Chickasaw, IA",2011,"543,707.00"
"Clarke, IA",2011,"328,989.00"
"Clay, IA",2011,"881,133.00"
"Clayton, IA",2011,"655,305.00"
"Clinton, IA",2011,"2,270,806.00"
"Crawford, IA",2011,"799,307.00"
"Dallas, IA",2011,"3,132,272.00"
"Davis, IA",2011,"200,324.00"
"Decatur, IA",2011,"182,962.00"
"Delaware, IA",2011,"737,624.00"
"Des Moines, IA",2011,"1,774,550.00"
"Dickinson, IA",2011,"781,021.00"
"Dubuque, IA",2011,"4,536,964.00"
"Emmet, IA",2011,"408,394.00"
"Fayette, IA",2011,"701,971.00"
"Floyd, IA",2011,"649,188.00"
"Franklin, IA",2011,"561,609.00"
"Fremont, IA",2011,"339,914.00"
"Greene, IA",2011,"460,232.00"
"Grundy, IA",2011,"485,475.00"
"Guthrie, IA",2011,"428,342.00"
"Hamilton, IA",2011,"728,068.00"
"Hancock, IA",2011,"704,267.00"
"Hardin, IA",2011,"872,222.00"
"Harrison, IA",2011,"432,881.00"
"Henry, IA",2011,"755,591.00"
"Howard, IA",2011,"441,345.00"
"Humboldt, IA",2011,"437,886.00"
"Ida, IA",2011,"394,310.00"
"Iowa, IA",2011,"729,104.00"
"Jackson, IA",2011,"511,044.00"
"Jasper, IA",2011,"1,022,652.00"
"Jefferson, IA",2011,"563,542.00"
"Johnson, IA",2011,"7,237,753.00"
"Jones, IA",2011,"556,635.00"
"Keokuk, IA",2011,"312,647.00"
"Kossuth, IA",2011,"866,988.00"
"Lee, IA",2011,"1,564,835.00"
"Linn, IA",2011,"14,285,549.00"
"Louisa, IA",2011,"542,573.00"
"Lucas, IA",2011,"255,695.00"
"Lyon, IA",2011,"643,545.00"
"Madison, IA",2011,"351,350.00"
"Mahaska, IA",2011,"743,850.00"
"Marion, IA",2011,"1,353,541.00"
"Marshall, IA",2011,"1,573,969.00"
"Mills, IA",2011,"406,237.00"
"Mitchell, IA",2011,"521,295.00"
"Monona, IA",2011,"310,305.00"
"Monroe, IA",2011,"377,832.00"
"Montgomery, IA",2011,"385,366.00"
"Muscatine, IA",2011,"2,207,860.00"
"O'Brien, IA",2011,"690,265.00"
"Osceola, IA",2011,"371,177.00"
"Page, IA",2011,"523,464.00"
"Palo Alto, IA",2011,"492,134.00"
"Plymouth, IA",2011,"1,171,349.00"
"Pocahontas, IA",2011,"433,032.00"
"Polk, IA",2011,"28,216,489.00"
"Pottawattamie, IA",2011,"3,773,237.00"
"Poweshiek, IA",2011,"945,672.00"
"Ringgold, IA",2011,"148,714.00"
"Sac, IA",2011,"487,675.00"
"Scott, IA",2011,"7,598,759.00"
"Shelby, IA",2011,"603,787.00"
"Sioux, IA",2011,"1,809,709.00"
"Story, IA",2011,"3,928,905.00"
"Tama, IA",2011,"557,372.00"
"Taylor, IA",2011,"213,632.00"
"Union, IA",2011,"555,357.00"
"Van Buren, IA",2011,"222,280.00"
"Wapello, IA",2011,"1,429,114.00"
"Warren, IA",2011,"883,354.00"
"Washington, IA",2011,"846,601.00"
"Wayne, IA",2011,"202,367.00"
"Webster, IA",2011,"2,349,218.00"
"Winnebago, IA",2011,"442,091.00"
"Winneshiek, IA",2011,"866,026.00"
"Woodbury, IA",2011,"4,821,556.00"
"Worth, IA",2011,"336,839.00"
"Wright, IA",2011,"711,711.00"
"Allen, KS",2011,"487,346.00"
"Anderson, KS",2011,"225,683.00"
"Atchison, KS",2011,"549,487.00"
"Barber, KS",2011,"262,367.00"
"Barton, KS",2011,"1,181,529.00"
"Bourbon, KS",2011,"480,959.00"
"Brown, KS",2011,"484,555.00"
"Butler, KS",2011,"1,694,812.00"
"Chase, KS",2011,"86,338.00"
"Chautauqua, KS",2011,"79,119.00"
"Cherokee, KS",2011,"645,501.00"
"Cheyenne, KS",2011,"151,985.00"
"Clark, KS",2011,"109,014.00"
"Clay, KS",2011,"270,658.00"
"Cloud, KS",2011,"354,134.00"
"Coffey, KS",2011,"756,127.00"
"Comanche, KS",2011,"71,079.00"
"Cowley, KS",2011,"1,147,549.00"
"Crawford, KS",2011,"1,286,117.00"
"Decatur, KS",2011,"166,020.00"
"Dickinson, KS",2011,"607,582.00"
"Doniphan, KS",2011,"238,101.00"
"Douglas, KS",2011,"3,865,271.00"
"Edwards, KS",2011,"172,837.00"
"Elk, KS",2011,"64,757.00"
"Ellis, KS",2011,"1,357,547.00"
"Ellsworth, KS",2011,"224,696.00"
"Finney, KS",2011,"1,994,769.00"
"Ford, KS",2011,"1,569,881.00"
"Franklin, KS",2011,"752,272.00"
"Geary, KS",2011,"3,082,509.00"
"Gove, KS",2011,"263,011.00"
"Graham, KS",2011,"168,035.00"
"Grant, KS",2011,"746,328.00"
"Gray, KS",2011,"547,543.00"
"Greeley, KS",2011,"107,381.00"
"Greenwood, KS",2011,"149,972.00"
"Hamilton, KS",2011,"204,143.00"
"Harper, KS",2011,"240,705.00"
"Harvey, KS",2011,"1,043,291.00"
"Haskell, KS",2011,"435,870.00"
"Hodgeman, KS",2011,"110,117.00"
"Jackson, KS",2011,"298,598.00"
"Jefferson, KS",2011,"321,185.00"
"Jewell, KS",2011,"152,507.00"
"Johnson, KS",2011,"33,011,776.00"
"Kearny, KS",2011,"236,333.00"
"Kingman, KS",2011,"238,056.00"
"Kiowa, KS",2011,"120,967.00"
"Labette, KS",2011,"742,074.00"
"Lane, KS",2011,"170,631.00"
"Leavenworth, KS",2011,"2,543,862.00"
"Lincoln, KS",2011,"142,755.00"
"Linn, KS",2011,"551,017.00"
"Logan, KS",2011,"171,076.00"
"Lyon, KS",2011,"1,154,755.00"
"McPherson, KS",2011,"1,585,134.00"
"Marion, KS",2011,"307,428.00"
"Marshall, KS",2011,"585,341.00"
"Meade, KS",2011,"261,608.00"
"Miami, KS",2011,"644,360.00"
"Mitchell, KS",2011,"370,201.00"
"Montgomery, KS",2011,"1,470,421.00"
"Morris, KS",2011,"145,813.00"
"Morton, KS",2011,"157,776.00"
"Nemaha, KS",2011,"470,338.00"
"Neosho, KS",2011,"537,417.00"
"Ness, KS",2011,"174,354.00"
"Norton, KS",2011,"258,502.00"
"Osage, KS",2011,"239,177.00"
"Osborne, KS",2011,"197,432.00"
"Ottawa, KS",2011,"138,941.00"
"Pawnee, KS",2011,"290,269.00"
"Phillips, KS",2011,"279,817.00"
"Pottawatomie, KS",2011,"1,577,898.00"
"Pratt, KS",2011,"463,361.00"
"Rawlins, KS",2011,"155,855.00"
"Reno, KS",2011,"2,165,711.00"
"Republic, KS",2011,"250,780.00"
"Rice, KS",2011,"424,002.00"
"Riley, KS",2011,"2,316,712.00"
"Rooks, KS",2011,"253,376.00"
"Rush, KS",2011,"144,116.00"
"Russell, KS",2011,"327,810.00"
"Saline, KS",2011,"2,544,794.00"
"Scott, KS",2011,"496,239.00"
"Sedgwick, KS",2011,"24,296,949.00"
"Seward, KS",2011,"1,059,163.00"
"Shawnee, KS",2011,"8,602,623.00"
"Sheridan, KS",2011,"170,306.00"
"Sherman, KS",2011,"327,207.00"
"Smith, KS",2011,"208,654.00"
"Stafford, KS",2011,"182,464.00"
"Stanton, KS",2011,"232,593.00"
"Stevens, KS",2011,"360,766.00"
"Sumner, KS",2011,"609,024.00"
"Thomas, KS",2011,"518,683.00"
"Trego, KS",2011,"151,752.00"
"Wabaunsee, KS",2011,"120,398.00"
"Wallace, KS",2011,"130,203.00"
"Washington, KS",2011,"257,056.00"
"Wichita, KS",2011,"281,867.00"
"Wilson, KS",2011,"317,658.00"
"Woodson, KS",2011,"77,397.00"
"Wyandotte, KS",2011,"9,882,969.00"
"Adair, KY",2011,"329,692.00"
"Allen, KY",2011,"369,117.00"
"Anderson, KY",2011,"428,708.00"
"Ballard, KY",2011,"337,605.00"
"Barren, KY",2011,"1,317,753.00"
"Bath, KY",2011,"141,107.00"
"Bell, KY",2011,"741,835.00"
"Boone, KY",2011,"6,648,260.00"
"Bourbon, KY",2011,"605,412.00"
"Boyd, KY",2011,"3,122,573.00"
"Boyle, KY",2011,"1,084,675.00"
"Bracken, KY",2011,"126,034.00"
"Breathitt, KY",2011,"274,183.00"
"Breckinridge, KY",2011,"320,590.00"
"Bullitt, KY",2011,"1,613,601.00"
"Butler, KY",2011,"261,710.00"
"Caldwell, KY",2011,"333,419.00"
"Calloway, KY",2011,"1,216,644.00"
"Campbell, KY",2011,"2,504,221.00"
"Carlisle, KY",2011,"149,935.00"
"Carroll, KY",2011,"1,036,137.00"
"Carter, KY",2011,"447,854.00"
"Casey, KY",2011,"260,234.00"
"Christian, KY",2011,"6,002,305.00"
"Clark, KY",2011,"1,130,132.00"
"Clay, KY",2011,"344,772.00"
"Clinton, KY",2011,"275,775.00"
"Crittenden, KY",2011,"174,110.00"
"Cumberland, KY",2011,"123,045.00"
"Daviess, KY",2011,"4,017,359.00"
"Edmonson, KY",2011,"141,473.00"
"Elliott, KY",2011,"70,218.00"
"Estill, KY",2011,"204,611.00"
"Fayette, KY",2011,"16,136,418.00"
"Fleming, KY",2011,"252,185.00"
"Floyd, KY",2011,"1,163,269.00"
"Franklin, KY",2011,"2,697,355.00"
"Fulton, KY",2011,"245,744.00"
"Gallatin, KY",2011,"238,050.00"
"Garrard, KY",2011,"187,740.00"
"Grant, KY",2011,"414,466.00"
"Graves, KY",2011,"1,117,573.00"
"Grayson, KY",2011,"559,962.00"
"Green, KY",2011,"167,813.00"
"Greenup, KY",2011,"911,419.00"
"Hancock, KY",2011,"699,263.00"
"Hardin, KY",2011,"5,215,514.00"
"Harlan, KY",2011,"1,012,017.00"
"Harrison, KY",2011,"445,015.00"
"Hart, KY",2011,"390,046.00"
"Henderson, KY",2011,"1,883,122.00"
"Henry, KY",2011,"292,250.00"
"Hickman, KY",2011,"182,476.00"
"Hopkins, KY",2011,"1,915,104.00"
"Jackson, KY",2011,"174,539.00"
"Jefferson, KY",2011,"42,888,263.00"
"Jessamine, KY",2011,"1,261,587.00"
"Johnson, KY",2011,"468,527.00"
"Kenton, KY",2011,"6,265,952.00"
"Knott, KY",2011,"464,119.00"
"Knox, KY",2011,"635,019.00"
"Larue, KY",2011,"197,714.00"
"Laurel, KY",2011,"1,719,114.00"
"Lawrence, KY",2011,"494,301.00"
"Lee, KY",2011,"140,961.00"
"Leslie, KY",2011,"310,411.00"
"Letcher, KY",2011,"622,995.00"
"Lewis, KY",2011,"173,116.00"
"Lincoln, KY",2011,"376,003.00"
"Livingston, KY",2011,"286,549.00"
"Logan, KY",2011,"934,231.00"
"Lyon, KY",2011,"165,586.00"
"McCracken, KY",2011,"3,580,214.00"
"McCreary, KY",2011,"233,250.00"
"McLean, KY",2011,"257,853.00"
"Madison, KY",2011,"2,460,956.00"
"Magoffin, KY",2011,"264,509.00"
"Marion, KY",2011,"580,275.00"
"Marshall, KY",2011,"1,179,349.00"
"Martin, KY",2011,"504,491.00"
"Mason, KY",2011,"945,097.00"
"Meade, KY",2011,"421,365.00"
"Menifee, KY",2011,"82,233.00"
"Mercer, KY",2011,"742,873.00"
"Metcalfe, KY",2011,"185,021.00"
"Monroe, KY",2011,"230,224.00"
"Montgomery, KY",2011,"784,105.00"
"Morgan, KY",2011,"224,018.00"
"Muhlenberg, KY",2011,"1,484,661.00"
"Nelson, KY",2011,"1,201,885.00"
"Nicholas, KY",2011,"85,594.00"
"Ohio, KY",2011,"855,824.00"
"Oldham, KY",2011,"1,241,956.00"
"Owen, KY",2011,"179,764.00"
"Owsley, KY",2011,"56,058.00"
"Pendleton, KY",2011,"251,112.00"
"Perry, KY",2011,"1,493,702.00"
"Pike, KY",2011,"2,662,231.00"
"Powell, KY",2011,"192,003.00"
"Pulaski, KY",2011,"1,796,556.00"
"Robertson, KY",2011,"28,675.00"
"Rockcastle, KY",2011,"243,137.00"
"Rowan, KY",2011,"669,054.00"
"Russell, KY",2011,"532,096.00"
"Scott, KY",2011,"1,917,007.00"
"Shelby, KY",2011,"1,138,643.00"
"Simpson, KY",2011,"760,561.00"
"Spencer, KY",2011,"163,658.00"
"Taylor, KY",2011,"703,698.00"
"Todd, KY",2011,"331,415.00"
"Trigg, KY",2011,"290,941.00"
"Trimble, KY",2011,"351,856.00"
"Union, KY",2011,"911,678.00"
"Warren, KY",2011,"4,753,502.00"
"Washington, KY",2011,"309,693.00"
"Wayne, KY",2011,"364,271.00"
"Webster, KY",2011,"573,962.00"
"Whitley, KY",2011,"1,017,889.00"
"Wolfe, KY",2011,"91,261.00"
"Woodford, KY",2011,"749,618.00"
"Acadia, LA",2011,"1,614,788.00"
"Allen, LA",2011,"617,608.00"
"Ascension, LA",2011,"8,662,401.00"
"Assumption, LA",2011,"560,291.00"
"Avoyelles, LA",2011,"903,052.00"
"Beauregard, LA",2011,"1,079,873.00"
"Bienville, LA",2011,"963,275.00"
"Bossier, LA",2011,"5,194,677.00"
"Caddo, LA",2011,"13,318,330.00"
"Calcasieu, LA",2011,"12,848,687.00"
"Caldwell, LA",2011,"188,233.00"
"Cameron, LA",2011,"808,529.00"
"Catahoula, LA",2011,"250,132.00"
"Claiborne, LA",2011,"563,658.00"
"Concordia, LA",2011,"673,753.00"
"De Soto, LA",2011,"4,377,791.00"
"East Baton Rouge, LA",2011,"30,067,267.00"
"East Carroll, LA",2011,"205,872.00"
"East Feliciana, LA",2011,"405,249.00"
"Evangeline, LA",2011,"870,730.00"
"Franklin, LA",2011,"553,024.00"
"Grant, LA",2011,"330,407.00"
"Iberia, LA",2011,"3,743,222.00"
"Iberville, LA",2011,"1,852,743.00"
"Jackson, LA",2011,"538,107.00"
"Jefferson, LA",2011,"21,018,004.00"
"Jefferson Davis, LA",2011,"920,065.00"
"Lafayette, LA",2011,"13,905,183.00"
"Lafourche, LA",2011,"4,639,810.00"
"LaSalle, LA",2011,"566,082.00"
"Lincoln, LA",2011,"1,530,231.00"
"Livingston, LA",2011,"2,280,041.00"
"Madison, LA",2011,"487,788.00"
"Morehouse, LA",2011,"615,851.00"
"Natchitoches, LA",2011,"1,196,174.00"
"Orleans, LA",2011,"21,163,036.00"
"Ouachita, LA",2011,"6,137,156.00"
"Plaquemines, LA",2011,"4,173,023.00"
"Pointe Coupee, LA",2011,"1,111,720.00"
"Rapides, LA",2011,"5,238,042.00"
"Red River, LA",2011,"1,183,972.00"
"Richland, LA",2011,"528,707.00"
"Sabine, LA",2011,"958,976.00"
"St. Bernard, LA",2011,"1,384,137.00"
"St. Charles, LA",2011,"9,553,570.00"
"St. Helena, LA",2011,"155,852.00"
"St. James, LA",2011,"2,290,627.00"
"St. John the Baptist, LA",2011,"2,239,554.00"
"St. Landry, LA",2011,"2,343,817.00"
"St. Martin, LA",2011,"1,220,666.00"
"St. Mary, LA",2011,"2,880,378.00"
"St. Tammany, LA",2011,"7,744,129.00"
"Tangipahoa, LA",2011,"3,997,393.00"
"Tensas, LA",2011,"198,636.00"
"Terrebonne, LA",2011,"5,953,467.00"
"Union, LA",2011,"404,253.00"
"Vermilion, LA",2011,"1,757,901.00"
"Vernon, LA",2011,"2,183,806.00"
"Washington, LA",2011,"984,613.00"
"Webster, LA",2011,"1,388,224.00"
"West Baton Rouge, LA",2011,"2,037,680.00"
"West Carroll, LA",2011,"206,400.00"
"West Feliciana, LA",2011,"772,116.00"
"Winn, LA",2011,"444,766.00"
"Androscoggin, ME",2011,"3,859,311.00"
"Aroostook, ME",2011,"2,231,532.00"
"Cumberland, ME",2011,"16,596,352.00"
"Franklin, ME",2011,"993,810.00"
"Hancock, ME",2011,"2,204,174.00"
"Kennebec, ME",2011,"4,675,039.00"
"Knox, ME",2011,"1,419,603.00"
"Lincoln, ME",2011,"943,604.00"
"Oxford, ME",2011,"1,495,394.00"
"Penobscot, ME",2011,"5,540,245.00"
"Piscataquis, ME",2011,"475,702.00"
"Sagadahoc, ME",2011,"1,463,116.00"
"Somerset, ME",2011,"1,678,853.00"
"Waldo, ME",2011,"926,343.00"
"Washington, ME",2011,"1,000,079.00"
"York, ME",2011,"6,363,552.00"
"Allegany, MD",2011,"2,877,487.00"
"Anne Arundel, MD",2011,"37,727,118.00"
"Baltimore, MD",2011,"44,381,528.00"
"Calvert, MD",2011,"4,108,677.00"
"Caroline, MD",2011,"952,402.00"
"Carroll, MD",2011,"5,253,378.00"
"Cecil, MD",2011,"3,326,790.00"
"Charles, MD",2011,"5,083,068.00"
"Dorchester, MD",2011,"1,194,842.00"
"Frederick, MD",2011,"10,850,201.00"
"Garrett, MD",2011,"1,135,550.00"
"Harford, MD",2011,"10,449,260.00"
"Howard, MD",2011,"20,686,674.00"
"Kent, MD",2011,"860,201.00"
"Montgomery, MD",2011,"77,446,863.00"
"Prince George's, MD",2011,"38,031,512.00"
"Queen Anne's, MD",2011,"1,427,810.00"
"St. Mary's, MD",2011,"6,066,631.00"
"Somerset, MD",2011,"753,678.00"
"Talbot, MD",2011,"1,833,547.00"
"Washington, MD",2011,"6,194,355.00"
"Wicomico, MD",2011,"4,152,011.00"
"Worcester, MD",2011,"2,373,946.00"
"Baltimore (Independent City), MD",2011,"40,890,875.00"
"Barnstable, MA",2011,"11,512,334.00"
"Berkshire, MA",2011,"5,884,335.00"
"Bristol, MA",2011,"21,086,181.00"
"Dukes, MA",2011,"1,579,336.00"
"Essex, MA",2011,"37,964,074.00"
"Franklin, MA",2011,"2,518,250.00"
"Hampden, MA",2011,"18,871,546.00"
"Hampshire, MA",2011,"6,123,638.00"
"Middlesex, MA",2011,"129,813,957.00"
"Nantucket, MA",2011,"1,505,877.00"
"Norfolk, MA",2011,"43,278,234.00"
"Plymouth, MA",2011,"20,448,539.00"
"Suffolk, MA",2011,"89,106,872.00"
"Worcester, MA",2011,"35,900,066.00"
"Alcona, MI",2011,"200,384.00"
"Alger, MI",2011,"212,391.00"
"Allegan, MI",2011,"3,569,357.00"
"Alpena, MI",2011,"1,035,122.00"
"Antrim, MI",2011,"467,029.00"
"Arenac, MI",2011,"366,452.00"
"Baraga, MI",2011,"253,742.00"
"Barry, MI",2011,"1,234,703.00"
"Bay, MI",2011,"3,403,000.00"
"Benzie, MI",2011,"345,014.00"
"Berrien, MI",2011,"6,272,337.00"
"Branch, MI",2011,"1,241,864.00"
"Calhoun, MI",2011,"5,311,998.00"
"Cass, MI",2011,"949,627.00"
"Charlevoix, MI",2011,"867,942.00"
"Cheboygan, MI",2011,"541,090.00"
"Chippewa, MI",2011,"1,017,271.00"
"Clare, MI",2011,"717,432.00"
"Clinton, MI",2011,"1,593,269.00"
"Crawford, MI",2011,"363,156.00"
"Delta, MI",2011,"1,143,934.00"
"Dickinson, MI",2011,"1,128,891.00"
"Eaton, MI",2011,"3,659,761.00"
"Emmet, MI",2011,"1,336,107.00"
"Genesee, MI",2011,"12,292,198.00"
"Gladwin, MI",2011,"409,157.00"
"Gogebic, MI",2011,"428,684.00"
"Grand Traverse, MI",2011,"3,837,725.00"
"Gratiot, MI",2011,"1,188,411.00"
"Hillsdale, MI",2011,"1,335,945.00"
"Houghton, MI",2011,"951,654.00"
"Huron, MI",2011,"1,309,358.00"
"Ingham, MI",2011,"13,432,117.00"
"Ionia, MI",2011,"1,667,414.00"
"Iosco, MI",2011,"620,604.00"
"Iron, MI",2011,"297,027.00"
"Isabella, MI",2011,"2,089,821.00"
"Jackson, MI",2011,"4,981,820.00"
"Kalamazoo, MI",2011,"10,414,903.00"
"Kalkaska, MI",2011,"430,443.00"
"Kent, MI",2011,"30,706,032.00"
"Keweenaw, MI",2011,"53,850.00"
"Lake, MI",2011,"198,368.00"
"Lapeer, MI",2011,"1,786,703.00"
"Leelanau, MI",2011,"512,737.00"
"Lenawee, MI",2011,"2,539,819.00"
"Livingston, MI",2011,"5,014,661.00"
"Luce, MI",2011,"162,638.00"
"Mackinac, MI",2011,"378,360.00"
"Macomb, MI",2011,"29,896,342.00"
"Manistee, MI",2011,"665,779.00"
"Marquette, MI",2011,"3,146,000.00"
"Mason, MI",2011,"852,529.00"
"Mecosta, MI",2011,"1,152,081.00"
"Menominee, MI",2011,"651,071.00"
"Midland, MI",2011,"4,036,163.00"
"Missaukee, MI",2011,"324,126.00"
"Monroe, MI",2011,"5,312,141.00"
"Montcalm, MI",2011,"1,372,088.00"
"Montmorency, MI",2011,"234,884.00"
"Muskegon, MI",2011,"5,256,088.00"
"Newaygo, MI",2011,"1,047,656.00"
"Oakland, MI",2011,"80,694,617.00"
"Oceana, MI",2011,"678,174.00"
"Ogemaw, MI",2011,"487,154.00"
"Ontonagon, MI",2011,"145,071.00"
"Osceola, MI",2011,"610,818.00"
"Oscoda, MI",2011,"193,368.00"
"Otsego, MI",2011,"828,536.00"
"Ottawa, MI",2011,"10,761,979.00"
"Presque Isle, MI",2011,"331,012.00"
"Roscommon, MI",2011,"536,299.00"
"Saginaw, MI",2011,"7,249,918.00"
"St. Clair, MI",2011,"4,844,555.00"
"St. Joseph, MI",2011,"1,897,124.00"
"Sanilac, MI",2011,"1,070,066.00"
"Schoolcraft, MI",2011,"279,315.00"
"Shiawassee, MI",2011,"1,463,550.00"
"Tuscola, MI",2011,"1,145,391.00"
"Van Buren, MI",2011,"2,445,031.00"
