County Name,Year,Populations
"Pulaski, IN",2011,"13,230"
"Putnam, IN",2011,"37,908"
"Randolph, IN",2011,"26,029"
"Ripley, IN",2011,"28,642"
"Rush, IN",2011,"17,283"
"St. Joseph, IN",2011,"266,696"
"Scott, IN",2011,"23,897"
"Shelby, IN",2011,"44,290"
"Spencer, IN",2011,"20,964"
"Starke, IN",2011,"23,167"
"Steuben, IN",2011,"34,091"
"Sullivan, IN",2011,"21,216"
"Switzerland, IN",2011,"10,610"
"Tippecanoe, IN",2011,"175,858"
"Tipton, IN",2011,"15,815"
"Union, IN",2011,"7,495"
"Vanderburgh, IN",2011,"180,450"
"Vermillion, IN",2011,"16,069"
"Vigo, IN",2011,"108,343"
"Wabash, IN",2011,"32,563"
"Warren, IN",2011,"8,469"
"Warrick, IN",2011,"60,196"
"Washington, IN",2011,"28,201"
"Wayne, IN",2011,"68,628"
"Wells, IN",2011,"27,735"
"White, IN",2011,"24,595"
"Whitley, IN",2011,"33,357"
"Adair, IA",2011,"7,546"
"Adams, IA",2011,"3,994"
"Allamakee, IA",2011,"14,219"
"Appanoose, IA",2011,"12,847"
"Audubon, IA",2011,"6,003"
"Benton, IA",2011,"26,075"
"Black Hawk, IA",2011,"131,572"
"Boone, IA",2011,"26,289"
"Bremer, IA",2011,"24,378"
"Buchanan, IA",2011,"20,914"
"Buena Vista, IA",2011,"20,311"
"Butler, IA",2011,"14,970"
"Calhoun, IA",2011,"10,063"
"Carroll, IA",2011,"20,857"
"Cass, IA",2011,"13,765"
"Cedar, IA",2011,"18,408"
"Cerro Gordo, IA",2011,"43,966"
"Cherokee, IA",2011,"12,023"
"Chickasaw, IA",2011,"12,404"
"Clarke, IA",2011,"9,318"
"Clay, IA",2011,"16,595"
"Clayton, IA",2011,"18,017"
"Clinton, IA",2011,"49,093"
"Crawford, IA",2011,"17,218"
"Dallas, IA",2011,"69,687"
"Davis, IA",2011,"8,769"
"Decatur, IA",2011,"8,247"
"Delaware, IA",2011,"17,629"
"Des Moines, IA",2011,"40,061"
"Dickinson, IA",2011,"16,858"
"Dubuque, IA",2011,"94,580"
"Emmet, IA",2011,"10,088"
"Fayette, IA",2011,"20,974"
"Floyd, IA",2011,"16,094"
"Franklin, IA",2011,"10,693"
"Fremont, IA",2011,"7,370"
"Greene, IA",2011,"9,330"
"Grundy, IA",2011,"12,479"
"Guthrie, IA",2011,"10,858"
"Hamilton, IA",2011,"15,463"
"Hancock, IA",2011,"11,291"
"Hardin, IA",2011,"17,374"
"Harrison, IA",2011,"14,764"
"Henry, IA",2011,"20,238"
"Howard, IA",2011,"9,545"
"Humboldt, IA",2011,"9,781"
"Ida, IA",2011,"7,044"
"Iowa, IA",2011,"16,320"
"Jackson, IA",2011,"19,730"
"Jasper, IA",2011,"36,617"
"Jefferson, IA",2011,"17,092"
"Johnson, IA",2011,"134,066"
"Jones, IA",2011,"20,739"
"Keokuk, IA",2011,"10,398"
"Kossuth, IA",2011,"15,398"
"Lee, IA",2011,"35,567"
"Linn, IA",2011,"214,177"
"Louisa, IA",2011,"11,380"
"Lucas, IA",2011,"8,878"
"Lyon, IA",2011,"11,691"
"Madison, IA",2011,"15,737"
"Mahaska, IA",2011,"22,498"
"Marion, IA",2011,"33,267"
"Marshall, IA",2011,"41,013"
"Mills, IA",2011,"15,029"
"Mitchell, IA",2011,"10,707"
"Monona, IA",2011,"9,238"
"Monroe, IA",2011,"8,060"
"Montgomery, IA",2011,"10,631"
"Muscatine, IA",2011,"42,786"
"O'Brien, IA",2011,"14,218"
"Osceola, IA",2011,"6,316"
"Page, IA",2011,"15,896"
"Palo Alto, IA",2011,"9,355"
"Plymouth, IA",2011,"24,816"
"Pocahontas, IA",2011,"7,203"
"Polk, IA",2011,"438,721"
"Pottawattamie, IA",2011,"93,494"
"Poweshiek, IA",2011,"18,894"
"Ringgold, IA",2011,"5,048"
"Sac, IA",2011,"10,221"
"Scott, IA",2011,"166,614"
"Shelby, IA",2011,"11,990"
"Sioux, IA",2011,"34,014"
"Story, IA",2011,"91,125"
"Tama, IA",2011,"17,612"
"Taylor, IA",2011,"6,303"
"Union, IA",2011,"12,553"
"Van Buren, IA",2011,"7,513"
"Wapello, IA",2011,"35,481"
"Warren, IA",2011,"46,639"
"Washington, IA",2011,"21,822"
"Wayne, IA",2011,"6,337"
"Webster, IA",2011,"37,746"
"Winnebago, IA",2011,"10,694"
"Winneshiek, IA",2011,"21,048"
"Woodbury, IA",2011,"102,707"
"Worth, IA",2011,"7,560"
"Wright, IA",2011,"13,033"
"Allen, KS",2011,"13,348"
"Anderson, KS",2011,"8,059"
"Atchison, KS",2011,"16,754"
"Barber, KS",2011,"4,922"
"Barton, KS",2011,"27,694"
"Bourbon, KS",2011,"14,944"
"Brown, KS",2011,"9,971"
"Butler, KS",2011,"65,836"
"Chase, KS",2011,"2,768"
"Chautauqua, KS",2011,"3,608"
"Cherokee, KS",2011,"21,357"
"Cheyenne, KS",2011,"2,693"
"Clark, KS",2011,"2,120"
"Clay, KS",2011,"8,530"
"Cloud, KS",2011,"9,420"
"Coffey, KS",2011,"8,486"
"Comanche, KS",2011,"1,882"
"Cowley, KS",2011,"36,242"
"Crawford, KS",2011,"39,197"
"Decatur, KS",2011,"2,926"
"Dickinson, KS",2011,"19,681"
"Doniphan, KS",2011,"7,959"
"Douglas, KS",2011,"112,462"
"Edwards, KS",2011,"3,019"
"Elk, KS",2011,"2,786"
"Ellis, KS",2011,"28,762"
"Ellsworth, KS",2011,"6,463"
"Finney, KS",2011,"37,119"
"Ford, KS",2011,"34,381"
"Franklin, KS",2011,"25,850"
"Geary, KS",2011,"35,290"
"Gove, KS",2011,"2,725"
"Graham, KS",2011,"2,635"
"Grant, KS",2011,"7,898"
"Gray, KS",2011,"6,086"
"Greeley, KS",2011,"1,254"
"Greenwood, KS",2011,"6,610"
"Hamilton, KS",2011,"2,636"
"Harper, KS",2011,"5,935"
"Harvey, KS",2011,"34,686"
"Haskell, KS",2011,"4,233"
"Hodgeman, KS",2011,"1,957"
"Jackson, KS",2011,"13,424"
"Jefferson, KS",2011,"18,958"
"Jewell, KS",2011,"3,090"
"Johnson, KS",2011,"552,872"
"Kearny, KS",2011,"3,958"
"Kingman, KS",2011,"7,890"
"Kiowa, KS",2011,"2,558"
"Labette, KS",2011,"21,374"
"Lane, KS",2011,"1,743"
"Leavenworth, KS",2011,"77,052"
"Lincoln, KS",2011,"3,233"
"Linn, KS",2011,"9,612"
"Logan, KS",2011,"2,766"
"Lyon, KS",2011,"33,650"
"McPherson, KS",2011,"29,149"
"Marion, KS",2011,"12,544"
"Marshall, KS",2011,"9,981"
"Meade, KS",2011,"4,519"
"Miami, KS",2011,"32,735"
"Mitchell, KS",2011,"6,284"
"Montgomery, KS",2011,"34,781"
"Morris, KS",2011,"5,864"
"Morton, KS",2011,"3,175"
"Nemaha, KS",2011,"10,089"
"Neosho, KS",2011,"16,445"
"Ness, KS",2011,"3,117"
"Norton, KS",2011,"5,655"
"Osage, KS",2011,"16,341"
"Osborne, KS",2011,"3,832"
"Ottawa, KS",2011,"6,063"
"Pawnee, KS",2011,"6,977"
"Phillips, KS",2011,"5,542"
"Pottawatomie, KS",2011,"22,024"
"Pratt, KS",2011,"9,642"
"Rawlins, KS",2011,"2,508"
"Reno, KS",2011,"64,420"
"Republic, KS",2011,"4,891"
"Rice, KS",2011,"10,095"
"Riley, KS",2011,"73,419"
"Rooks, KS",2011,"5,199"
"Rush, KS",2011,"3,211"
"Russell, KS",2011,"6,984"
"Saline, KS",2011,"55,778"
"Scott, KS",2011,"4,892"
"Sedgwick, KS",2011,"500,984"
"Seward, KS",2011,"23,140"
"Shawnee, KS",2011,"178,928"
"Sheridan, KS",2011,"2,501"
"Sherman, KS",2011,"6,053"
"Smith, KS",2011,"3,791"
"Stafford, KS",2011,"4,380"
"Stanton, KS",2011,"2,211"
"Stevens, KS",2011,"5,630"
"Sumner, KS",2011,"23,783"
"Thomas, KS",2011,"7,939"
"Trego, KS",2011,"2,953"
"Wabaunsee, KS",2011,"7,037"
"Wallace, KS",2011,"1,525"
"Washington, KS",2011,"5,818"
"Wichita, KS",2011,"2,258"
"Wilson, KS",2011,"9,241"
"Woodson, KS",2011,"3,323"
"Wyandotte, KS",2011,"158,020"
"Adair, KY",2011,"18,991"
"Allen, KY",2011,"20,190"
"Anderson, KY",2011,"21,551"
"Ballard, KY",2011,"8,269"
"Barren, KY",2011,"42,329"
"Bath, KY",2011,"11,714"
"Bell, KY",2011,"28,657"
"Boone, KY",2011,"121,545"
"Bourbon, KY",2011,"20,055"
"Boyd, KY",2011,"49,419"
"Boyle, KY",2011,"28,796"
"Bracken, KY",2011,"8,511"
"Breathitt, KY",2011,"13,792"
"Breckinridge, KY",2011,"20,272"
"Bullitt, KY",2011,"75,199"
"Butler, KY",2011,"12,717"
"Caldwell, KY",2011,"13,026"
"Calloway, KY",2011,"37,668"
"Campbell, KY",2011,"91,064"
"Carlisle, KY",2011,"5,036"
"Carroll, KY",2011,"10,996"
"Carter, KY",2011,"27,630"
"Casey, KY",2011,"15,911"
"Christian, KY",2011,"73,473"
"Clark, KY",2011,"35,437"
"Clay, KY",2011,"21,594"
"Clinton, KY",2011,"10,159"
"Crittenden, KY",2011,"9,249"
"Cumberland, KY",2011,"6,870"
"Daviess, KY",2011,"97,179"
"Edmonson, KY",2011,"12,230"
"Elliott, KY",2011,"7,781"
"Estill, KY",2011,"14,655"
"Fayette, KY",2011,"301,736"
"Fleming, KY",2011,"14,486"
"Floyd, KY",2011,"39,755"
"Franklin, KY",2011,"49,323"
"Fulton, KY",2011,"6,745"
"Gallatin, KY",2011,"8,616"
"Garrard, KY",2011,"16,870"
"Grant, KY",2011,"24,757"
"Graves, KY",2011,"37,598"
"Grayson, KY",2011,"25,755"
"Green, KY",2011,"11,207"
"Greenup, KY",2011,"36,816"
"Hancock, KY",2011,"8,590"
"Hardin, KY",2011,"107,508"
"Harlan, KY",2011,"29,121"
"Harrison, KY",2011,"18,683"
"Hart, KY",2011,"18,287"
"Henderson, KY",2011,"46,340"
"Henry, KY",2011,"15,377"
"Hickman, KY",2011,"4,781"
"Hopkins, KY",2011,"46,846"
"Jackson, KY",2011,"13,384"
"Jefferson, KY",2011,"746,412"
"Jessamine, KY",2011,"48,903"
"Johnson, KY",2011,"23,419"
"Kenton, KY",2011,"160,300"
"Knott, KY",2011,"16,317"
"Knox, KY",2011,"31,882"
"Larue, KY",2011,"14,187"
"Laurel, KY",2011,"59,358"
"Lawrence, KY",2011,"15,943"
"Lee, KY",2011,"7,708"
"Leslie, KY",2011,"11,237"
"Letcher, KY",2011,"24,375"
"Lewis, KY",2011,"13,804"
"Lincoln, KY",2011,"24,719"
"Livingston, KY",2011,"9,503"
"Logan, KY",2011,"26,846"
"Lyon, KY",2011,"8,436"
"McCracken, KY",2011,"65,825"
"McCreary, KY",2011,"18,286"
"McLean, KY",2011,"9,511"
"Madison, KY",2011,"84,776"
"Magoffin, KY",2011,"13,222"
"Marion, KY",2011,"19,995"
"Marshall, KY",2011,"31,258"
"Martin, KY",2011,"12,849"
"Mason, KY",2011,"17,548"
"Meade, KY",2011,"29,643"
"Menifee, KY",2011,"6,413"
"Mercer, KY",2011,"21,281"
"Metcalfe, KY",2011,"10,060"
"Monroe, KY",2011,"10,920"
"Montgomery, KY",2011,"26,758"
"Morgan, KY",2011,"13,722"
"Muhlenberg, KY",2011,"31,530"
"Nelson, KY",2011,"44,066"
"Nicholas, KY",2011,"7,088"
"Ohio, KY",2011,"23,986"
"Oldham, KY",2011,"60,771"
"Owen, KY",2011,"10,820"
"Owsley, KY",2011,"4,808"
"Pendleton, KY",2011,"14,657"
"Perry, KY",2011,"28,691"
"Pike, KY",2011,"64,913"
"Powell, KY",2011,"12,621"
"Pulaski, KY",2011,"63,510"
"Robertson, KY",2011,"2,290"
"Rockcastle, KY",2011,"17,110"
"Rowan, KY",2011,"23,562"
"Russell, KY",2011,"17,701"
"Scott, KY",2011,"47,922"
"Shelby, KY",2011,"42,946"
"Simpson, KY",2011,"17,306"
"Spencer, KY",2011,"17,389"
"Taylor, KY",2011,"24,985"
"Todd, KY",2011,"12,427"
"Trigg, KY",2011,"14,217"
"Trimble, KY",2011,"8,817"
"Union, KY",2011,"15,265"
"Warren, KY",2011,"115,847"
"Washington, KY",2011,"11,696"
"Wayne, KY",2011,"20,899"
"Webster, KY",2011,"13,530"
"Whitley, KY",2011,"35,855"
"Wolfe, KY",2011,"7,365"
"Woodford, KY",2011,"24,936"
"Acadia, LA",2011,"61,853"
"Allen, LA",2011,"25,755"
"Ascension, LA",2011,"110,065"
"Assumption, LA",2011,"23,183"
"Avoyelles, LA",2011,"41,791"
"Beauregard, LA",2011,"36,090"
"Bienville, LA",2011,"14,261"
"Bossier, LA",2011,"120,122"
"Caddo, LA",2011,"256,952"
"Calcasieu, LA",2011,"193,838"
"Caldwell, LA",2011,"10,127"
"Cameron, LA",2011,"6,671"
"Catahoula, LA",2011,"10,287"
"Claiborne, LA",2011,"16,936"
"Concordia, LA",2011,"20,840"
"De Soto, LA",2011,"26,779"
"East Baton Rouge, LA",2011,"441,173"
"East Carroll, LA",2011,"7,657"
"East Feliciana, LA",2011,"20,098"
"Evangeline, LA",2011,"33,839"
"Franklin, LA",2011,"20,768"
"Grant, LA",2011,"22,377"
"Iberia, LA",2011,"73,445"
"Iberville, LA",2011,"33,358"
"Jackson, LA",2011,"16,348"
"Jefferson, LA",2011,"434,060"
"Jefferson Davis, LA",2011,"31,590"
"Lafayette, LA",2011,"224,591"
"Lafourche, LA",2011,"97,087"
"LaSalle, LA",2011,"14,939"
"Lincoln, LA",2011,"47,054"
"Livingston, LA",2011,"130,158"
"Madison, LA",2011,"11,975"
"Morehouse, LA",2011,"27,478"
"Natchitoches, LA",2011,"39,380"
"Orleans, LA",2011,"360,686"
"Ouachita, LA",2011,"154,631"
"Plaquemines, LA",2011,"23,586"
"Pointe Coupee, LA",2011,"22,806"
"Rapides, LA",2011,"132,001"
"Red River, LA",2011,"9,082"
"Richland, LA",2011,"20,888"
"Sabine, LA",2011,"24,425"
"St. Bernard, LA",2011,"39,515"
"St. Charles, LA",2011,"52,385"
"St. Helena, LA",2011,"10,958"
"St. James, LA",2011,"21,780"
"St. John the Baptist, LA",2011,"45,066"
"St. Landry, LA",2011,"83,432"
"St. Martin, LA",2011,"52,791"
"St. Mary, LA",2011,"54,190"
"St. Tammany, LA",2011,"236,813"
"Tangipahoa, LA",2011,"122,684"
"Tensas, LA",2011,"5,092"
"Terrebonne, LA",2011,"111,597"
"Union, LA",2011,"22,757"
"Vermilion, LA",2011,"58,205"
"Vernon, LA",2011,"52,238"
"Washington, LA",2011,"47,123"
"Webster, LA",2011,"41,236"
"West Baton Rouge, LA",2011,"24,110"
"West Carroll, LA",2011,"11,519"
"West Feliciana, LA",2011,"15,514"
"Winn, LA",2011,"15,149"
"Androscoggin, ME",2011,"107,426"
"Aroostook, ME",2011,"71,384"
"Cumberland, ME",2011,"282,663"
"Franklin, ME",2011,"30,738"
"Hancock, ME",2011,"54,519"
"Kennebec, ME",2011,"121,776"
"Knox, ME",2011,"39,669"
"Lincoln, ME",2011,"34,270"
"Oxford, ME",2011,"57,756"
"Penobscot, ME",2011,"153,749"
"Piscataquis, ME",2011,"17,360"
"Sagadahoc, ME",2011,"35,118"
"Somerset, ME",2011,"51,927"
"Waldo, ME",2011,"38,855"
"Washington, ME",2011,"32,717"
"York, ME",2011,"198,223"
"Allegany, MD",2011,"74,562"
"Anne Arundel, MD",2011,"544,744"
"Baltimore, MD",2011,"812,797"
"Calvert, MD",2011,"89,318"
"Caroline, MD",2011,"32,887"
"Carroll, MD",2011,"167,019"
"Cecil, MD",2011,"101,561"
"Charles, MD",2011,"149,182"
"Dorchester, MD",2011,"32,694"
"Frederick, MD",2011,"237,263"
"Garrett, MD",2011,"30,148"
"Harford, MD",2011,"246,704"
"Howard, MD",2011,"293,579"
"Kent, MD",2011,"20,247"
"Montgomery, MD",2011,"991,833"
"Prince George's, MD",2011,"873,679"
"Queen Anne's, MD",2011,"48,262"
"St. Mary's, MD",2011,"107,558"
"Somerset, MD",2011,"26,253"
"Talbot, MD",2011,"37,941"
"Washington, MD",2011,"148,766"
"Wicomico, MD",2011,"100,051"
"Worcester, MD",2011,"51,501"
"Baltimore (Independent City), MD",2011,"620,442"
"Barnstable, MA",2011,"215,333"
"Berkshire, MA",2011,"130,531"
"Bristol, MA",2011,"549,292"
"Dukes, MA",2011,"16,695"
"Essex, MA",2011,"751,461"
"Franklin, MA",2011,"71,679"
"Hampden, MA",2011,"466,137"
"Hampshire, MA",2011,"160,127"
"Middlesex, MA",2011,"1,524,746"
"Nantucket, MA",2011,"10,130"
"Norfolk, MA",2011,"677,732"
"Plymouth, MA",2011,"498,152"
"Suffolk, MA",2011,"737,126"
"Worcester, MA",2011,"804,008"
"Alcona, MI",2011,"10,740"
"Alger, MI",2011,"9,515"
"Allegan, MI",2011,"111,158"
"Alpena, MI",2011,"29,344"
"Antrim, MI",2011,"23,316"
"Arenac, MI",2011,"15,629"
"Baraga, MI",2011,"8,835"
"Barry, MI",2011,"58,915"
"Bay, MI",2011,"107,409"
"Benzie, MI",2011,"17,390"
"Berrien, MI",2011,"156,875"
"Branch, MI",2011,"43,923"
"Calhoun, MI",2011,"135,096"
"Cass, MI",2011,"52,197"
"Charlevoix, MI",2011,"26,102"
"Cheboygan, MI",2011,"25,882"
"Chippewa, MI",2011,"38,877"
"Clare, MI",2011,"30,996"
"Clinton, MI",2011,"75,892"
"Crawford, MI",2011,"14,036"
"Delta, MI",2011,"36,941"
"Dickinson, MI",2011,"26,064"
"Eaton, MI",2011,"107,921"
"Emmet, MI",2011,"32,739"
"Genesee, MI",2011,"421,976"
"Gladwin, MI",2011,"25,869"
"Gogebic, MI",2011,"16,111"
"Grand Traverse, MI",2011,"88,329"
"Gratiot, MI",2011,"42,112"
"Hillsdale, MI",2011,"46,589"
"Houghton, MI",2011,"36,773"
"Huron, MI",2011,"32,764"
"Ingham, MI",2011,"282,753"
"Ionia, MI",2011,"63,853"
"Iosco, MI",2011,"25,591"
"Iron, MI",2011,"11,762"
"Isabella, MI",2011,"70,611"
"Jackson, MI",2011,"159,656"
"Kalamazoo, MI",2011,"252,572"
"Kalkaska, MI",2011,"17,168"
"Kent, MI",2011,"608,468"
"Keweenaw, MI",2011,"2,179"
"Lake, MI",2011,"11,454"
"Lapeer, MI",2011,"88,081"
"Leelanau, MI",2011,"21,429"
"Lenawee, MI",2011,"99,337"
"Livingston, MI",2011,"182,021"
"Luce, MI",2011,"6,519"
"Mackinac, MI",2011,"11,019"
"Macomb, MI",2011,"844,075"
"Manistee, MI",2011,"24,772"
"Marquette, MI",2011,"67,448"
"Mason, MI",2011,"28,641"
"Mecosta, MI",2011,"43,445"
"Menominee, MI",2011,"23,864"
"Midland, MI",2011,"83,800"
"Missaukee, MI",2011,"14,901"
"Monroe, MI",2011,"151,475"
"Montcalm, MI",2011,"63,261"
"Montmorency, MI",2011,"9,623"
"Muskegon, MI",2011,"170,004"
"Newaygo, MI",2011,"48,319"
"Oakland, MI",2011,"1,212,560"
"Oceana, MI",2011,"26,453"
"Ogemaw, MI",2011,"21,498"
"Ontonagon, MI",2011,"6,626"
"Osceola, MI",2011,"23,469"
"Oscoda, MI",2011,"8,611"
"Otsego, MI",2011,"24,108"
"Ottawa, MI",2011,"266,901"
"Presque Isle, MI",2011,"13,148"
"Roscommon, MI",2011,"24,322"
"Saginaw, MI",2011,"198,883"
"St. Clair, MI",2011,"161,569"
"St. Joseph, MI",2011,"61,057"
"Sanilac, MI",2011,"42,693"
"Schoolcraft, MI",2011,"8,474"
"Shiawassee, MI",2011,"69,984"
"Tuscola, MI",2011,"55,402"
"Van Buren, MI",2011,"75,931"
"Washtenaw, MI",2011,"349,676"
"Wayne, MI",2011,"1,803,100"
"Wexford, MI",2011,"32,640"
"Aitkin, MN",2011,"16,167"
"Anoka, MN",2011,"332,876"
"Becker, MN",2011,"32,762"
"Beltrami, MN",2011,"45,045"
"Benton, MN",2011,"38,730"
"Big Stone, MN",2011,"5,206"
"Blue Earth, MN",2011,"64,347"
"Brown, MN",2011,"25,655"
"Carlton, MN",2011,"35,438"
"Carver, MN",2011,"92,812"
"Cass, MN",2011,"28,382"
"Chippewa, MN",2011,"12,311"
"Chisago, MN",2011,"53,753"
"Clay, MN",2011,"59,911"
"Clearwater, MN",2011,"8,719"
"Cook, MN",2011,"5,209"
"Cottonwood, MN",2011,"11,712"
"Crow Wing, MN",2011,"62,666"
"Dakota, MN",2011,"401,738"
"Dodge, MN",2011,"20,197"
"Douglas, MN",2011,"36,175"
"Faribault, MN",2011,"14,460"
"Fillmore, MN",2011,"20,834"
"Freeborn, MN",2011,"31,065"
"Goodhue, MN",2011,"46,102"
"Grant, MN",2011,"5,993"
"Hennepin, MN",2011,"1,169,264"
"Houston, MN",2011,"18,876"
"Hubbard, MN",2011,"20,515"
"Isanti, MN",2011,"38,191"
"Itasca, MN",2011,"45,091"
"Jackson, MN",2011,"10,194"
"Kanabec, MN",2011,"16,224"
"Kandiyohi, MN",2011,"42,203"
"Kittson, MN",2011,"4,540"
"Koochiching, MN",2011,"13,235"
"Lac qui Parle, MN",2011,"7,220"
"Lake, MN",2011,"10,777"
"Lake of the Woods, MN",2011,"4,011"
"Le Sueur, MN",2011,"27,778"
"Lincoln, MN",2011,"5,808"
"Lyon, MN",2011,"25,825"
"McLeod, MN",2011,"36,340"
"Mahnomen, MN",2011,"5,474"
"Marshall, MN",2011,"9,458"
"Martin, MN",2011,"20,619"
"Meeker, MN",2011,"23,189"
"Mille Lacs, MN",2011,"25,841"
"Morrison, MN",2011,"33,253"
"Mower, MN",2011,"39,341"
"Murray, MN",2011,"8,630"
"Nicollet, MN",2011,"32,964"
"Nobles, MN",2011,"21,619"
"Norman, MN",2011,"6,812"
"Olmsted, MN",2011,"145,811"
"Otter Tail, MN",2011,"57,278"
"Pennington, MN",2011,"14,068"
"Pine, MN",2011,"29,617"
"Pipestone, MN",2011,"9,529"
"Polk, MN",2011,"31,536"
"Pope, MN",2011,"10,912"
"Ramsey, MN",2011,"515,800"
"Red Lake, MN",2011,"4,084"
"Redwood, MN",2011,"16,024"
"Renville, MN",2011,"15,423"
"Rice, MN",2011,"64,454"
"Rock, MN",2011,"9,598"
"Roseau, MN",2011,"15,515"
"St. Louis, MN",2011,"200,393"
"Scott, MN",2011,"132,560"
"Sherburne, MN",2011,"89,258"
"Sibley, MN",2011,"15,160"
"Stearns, MN",2011,"151,345"
"Steele, MN",2011,"36,562"
"Stevens, MN",2011,"9,706"
"Swift, MN",2011,"9,678"
"Todd, MN",2011,"24,887"
"Traverse, MN",2011,"3,488"
"Wabasha, MN",2011,"21,608"
"Wadena, MN",2011,"13,649"
"Waseca, MN",2011,"19,185"
"Washington, MN",2011,"241,394"
"Watonwan, MN",2011,"11,168"
"Wilkin, MN",2011,"6,575"
"Winona, MN",2011,"51,348"
"Wright, MN",2011,"126,216"
"Yellow Medicine, MN",2011,"10,282"
"Adams, MS",2011,"32,433"
"Alcorn, MS",2011,"37,275"
"Amite, MS",2011,"13,133"
"Attala, MS",2011,"19,387"
"Benton, MS",2011,"8,714"
"Bolivar, MS",2011,"33,804"
"Calhoun, MS",2011,"14,910"
"Carroll, MS",2011,"10,433"
"Chickasaw, MS",2011,"17,500"
"Choctaw, MS",2011,"8,449"
"Claiborne, MS",2011,"9,781"
"Clarke, MS",2011,"16,696"
"Clay, MS",2011,"20,482"
"Coahoma, MS",2011,"25,850"
"Copiah, MS",2011,"29,276"
"Covington, MS",2011,"19,483"
"DeSoto, MS",2011,"164,061"
"Forrest, MS",2011,"75,850"
"Franklin, MS",2011,"7,985"
"George, MS",2011,"22,851"
"Greene, MS",2011,"14,327"
"Grenada, MS",2011,"21,609"
"Hancock, MS",2011,"44,732"
"Harrison, MS",2011,"191,049"
"Hinds, MS",2011,"248,182"
"Holmes, MS",2011,"19,081"
"Humphreys, MS",2011,"9,317"
"Issaquena, MS",2011,"1,388"
"Itawamba, MS",2011,"23,269"
"Jackson, MS",2011,"140,015"
"Jasper, MS",2011,"16,853"
"Jefferson, MS",2011,"7,593"
"Jefferson Davis, MS",2011,"12,170"
"Jones, MS",2011,"67,924"
"Kemper, MS",2011,"10,293"
"Lafayette, MS",2011,"48,395"
"Lamar, MS",2011,"57,307"
"Lauderdale, MS",2011,"80,628"
"Lawrence, MS",2011,"12,724"
"Leake, MS",2011,"23,252"
"Lee, MS",2011,"84,022"
"Leflore, MS",2011,"32,067"
"Lincoln, MS",2011,"34,870"
"Lowndes, MS",2011,"59,613"
"Madison, MS",2011,"96,950"
"Marion, MS",2011,"26,676"
"Marshall, MS",2011,"36,749"
"Monroe, MS",2011,"36,611"
"Montgomery, MS",2011,"10,769"
"Neshoba, MS",2011,"29,743"
"Newton, MS",2011,"21,424"
"Noxubee, MS",2011,"11,290"
"Oktibbeha, MS",2011,"47,770"
"Panola, MS",2011,"34,472"
"Pearl River, MS",2011,"55,448"
"Perry, MS",2011,"12,149"
"Pike, MS",2011,"40,438"
"Pontotoc, MS",2011,"29,781"
"Prentiss, MS",2011,"25,356"
"Quitman, MS",2011,"8,055"
"Rankin, MS",2011,"144,195"
"Scott, MS",2011,"28,379"
"Sharkey, MS",2011,"4,875"
"Simpson, MS",2011,"27,397"
"Smith, MS",2011,"16,529"
"Stone, MS",2011,"17,896"
"Sunflower, MS",2011,"28,517"
"Tallahatchie, MS",2011,"15,319"
"Tate, MS",2011,"28,743"
"Tippah, MS",2011,"22,034"
"Tishomingo, MS",2011,"19,630"
"Tunica, MS",2011,"10,589"
"Union, MS",2011,"27,304"
"Walthall, MS",2011,"15,380"
"Warren, MS",2011,"48,314"
"Washington, MS",2011,"50,449"
"Wayne, MS",2011,"20,613"
"Webster, MS",2011,"10,179"
"Wilkinson, MS",2011,"9,584"
"Winston, MS",2011,"19,040"
"Yalobusha, MS",2011,"12,518"
"Yazoo, MS",2011,"28,272"
"Adair, MO",2011,"25,652"
"Andrew, MO",2011,"17,201"
"Atchison, MO",2011,"5,573"
"Audrain, MO",2011,"25,529"
"Barry, MO",2011,"35,349"
"Barton, MO",2011,"12,345"
"Bates, MO",2011,"16,968"
"Benton, MO",2011,"19,028"
"Bollinger, MO",2011,"12,380"
"Boone, MO",2011,"166,231"
"Buchanan, MO",2011,"89,713"
"Butler, MO",2011,"42,988"
"Caldwell, MO",2011,"9,283"
"Callaway, MO",2011,"44,299"
"Camden, MO",2011,"43,819"
"Cape Girardeau, MO",2011,"76,599"
"Carroll, MO",2011,"9,253"
"Carter, MO",2011,"6,329"
"Cass, MO",2011,"99,992"
"Cedar, MO",2011,"13,911"
"Chariton, MO",2011,"7,756"
"Christian, MO",2011,"78,642"
"Clark, MO",2011,"7,024"
"Clay, MO",2011,"225,249"
"Clinton, MO",2011,"20,676"
"Cole, MO",2011,"76,483"
"Cooper, MO",2011,"17,553"
"Crawford, MO",2011,"24,795"
"Dade, MO",2011,"7,768"
"Dallas, MO",2011,"16,686"
"Daviess, MO",2011,"8,297"
"DeKalb, MO",2011,"12,819"
"Dent, MO",2011,"15,584"
"Douglas, MO",2011,"13,628"
"Dunklin, MO",2011,"32,002"
"Franklin, MO",2011,"101,633"
"Gasconade, MO",2011,"15,076"
"Gentry, MO",2011,"6,822"
"Greene, MO",2011,"277,412"
"Grundy, MO",2011,"10,251"
"Harrison, MO",2011,"8,880"
"Henry, MO",2011,"22,227"
"Hickory, MO",2011,"9,612"
"Holt, MO",2011,"4,838"
"Howard, MO",2011,"10,221"
"Howell, MO",2011,"40,591"
"Iron, MO",2011,"10,634"
