County Name,Year,Total Employments
"Ripley, IN",2011,"17,707"
"Rush, IN",2011,"7,063"
"St. Joseph, IN",2011,"152,452"
"Scott, IN",2011,"9,120"
"Shelby, IN",2011,"21,443"
"Spencer, IN",2011,"9,736"
"Starke, IN",2011,"6,822"
"Steuben, IN",2011,"19,124"
"Sullivan, IN",2011,"8,404"
"Switzerland, IN",2011,"3,552"
"Tippecanoe, IN",2011,"101,675"
"Tipton, IN",2011,"5,933"
"Union, IN",2011,"2,535"
"Vanderburgh, IN",2011,"129,583"
"Vermillion, IN",2011,"5,753"
"Vigo, IN",2011,"61,415"
"Wabash, IN",2011,"16,071"
"Warren, IN",2011,"3,061"
"Warrick, IN",2011,"22,704"
"Washington, IN",2011,"9,074"
"Wayne, IN",2011,"37,030"
"Wells, IN",2011,"14,204"
"White, IN",2011,"12,284"
"Whitley, IN",2011,"15,947"
"Adair, IA",2011,"4,524"
"Adams, IA",2011,"2,232"
"Allamakee, IA",2011,"8,179"
"Appanoose, IA",2011,"6,979"
"Audubon, IA",2011,"3,168"
"Benton, IA",2011,"10,251"
"Black Hawk, IA",2011,"91,173"
"Boone, IA",2011,"13,402"
"Bremer, IA",2011,"14,341"
"Buchanan, IA",2011,"10,263"
"Buena Vista, IA",2011,"14,026"
"Butler, IA",2011,"7,136"
"Calhoun, IA",2011,"5,342"
"Carroll, IA",2011,"16,727"
"Cass, IA",2011,"8,638"
"Cedar, IA",2011,"8,744"
"Cerro Gordo, IA",2011,"31,447"
"Cherokee, IA",2011,"7,870"
"Chickasaw, IA",2011,"7,642"
"Clarke, IA",2011,"5,774"
"Clay, IA",2011,"12,339"
"Clayton, IA",2011,"10,963"
"Clinton, IA",2011,"30,052"
"Crawford, IA",2011,"10,503"
"Dallas, IA",2011,"45,527"
"Davis, IA",2011,"4,017"
"Decatur, IA",2011,"4,188"
"Delaware, IA",2011,"9,945"
"Des Moines, IA",2011,"26,678"
"Dickinson, IA",2011,"12,505"
"Dubuque, IA",2011,"69,906"
"Emmet, IA",2011,"5,996"
"Fayette, IA",2011,"11,554"
"Floyd, IA",2011,"8,525"
"Franklin, IA",2011,"6,148"
"Fremont, IA",2011,"4,260"
"Greene, IA",2011,"5,350"
"Grundy, IA",2011,"6,388"
"Guthrie, IA",2011,"5,715"
"Hamilton, IA",2011,"8,667"
"Hancock, IA",2011,"8,286"
"Hardin, IA",2011,"11,052"
"Harrison, IA",2011,"6,926"
"Henry, IA",2011,"12,733"
"Howard, IA",2011,"6,575"
"Humboldt, IA",2011,"5,870"
"Ida, IA",2011,"4,946"
"Iowa, IA",2011,"11,891"
"Jackson, IA",2011,"10,313"
"Jasper, IA",2011,"15,786"
"Jefferson, IA",2011,"11,001"
"Johnson, IA",2011,"105,714"
"Jones, IA",2011,"9,705"
"Keokuk, IA",2011,"4,781"
"Kossuth, IA",2011,"10,354"
"Lee, IA",2011,"20,544"
"Linn, IA",2011,"155,522"
"Louisa, IA",2011,"5,489"
"Lucas, IA",2011,"4,717"
"Lyon, IA",2011,"7,140"
"Madison, IA",2011,"6,650"
"Mahaska, IA",2011,"11,489"
"Marion, IA",2011,"21,699"
"Marshall, IA",2011,"23,204"
"Mills, IA",2011,"6,265"
"Mitchell, IA",2011,"6,171"
"Monona, IA",2011,"4,639"
"Monroe, IA",2011,"5,008"
"Montgomery, IA",2011,"5,943"
"Muscatine, IA",2011,"26,449"
"O'Brien, IA",2011,"9,122"
"Osceola, IA",2011,"3,396"
"Page, IA",2011,"8,383"
"Palo Alto, IA",2011,"5,768"
"Plymouth, IA",2011,"15,156"
"Pocahontas, IA",2011,"4,425"
"Polk, IA",2011,"332,934"
"Pottawattamie, IA",2011,"48,411"
"Poweshiek, IA",2011,"13,490"
"Ringgold, IA",2011,"2,824"
"Sac, IA",2011,"5,739"
"Scott, IA",2011,"109,176"
"Shelby, IA",2011,"8,689"
"Sioux, IA",2011,"25,752"
"Story, IA",2011,"59,701"
"Tama, IA",2011,"8,204"
"Taylor, IA",2011,"3,487"
"Union, IA",2011,"8,959"
"Van Buren, IA",2011,"3,836"
"Wapello, IA",2011,"20,017"
"Warren, IA",2011,"16,818"
"Washington, IA",2011,"13,288"
"Wayne, IA",2011,"3,495"
"Webster, IA",2011,"23,260"
"Winnebago, IA",2011,"6,895"
"Winneshiek, IA",2011,"15,745"
"Woodbury, IA",2011,"63,279"
"Worth, IA",2011,"3,911"
"Wright, IA",2011,"7,854"
"Allen, KS",2011,"8,496"
"Anderson, KS",2011,"4,048"
"Atchison, KS",2011,"8,311"
"Barber, KS",2011,"3,417"
"Barton, KS",2011,"19,145"
"Bourbon, KS",2011,"9,064"
"Brown, KS",2011,"6,880"
"Butler, KS",2011,"28,363"
"Chase, KS",2011,"1,498"
"Chautauqua, KS",2011,"1,803"
"Cherokee, KS",2011,"8,817"
"Cheyenne, KS",2011,"1,642"
"Clark, KS",2011,"1,446"
"Clay, KS",2011,"4,924"
"Cloud, KS",2011,"5,511"
"Coffey, KS",2011,"6,214"
"Comanche, KS",2011,"1,235"
"Cowley, KS",2011,"19,396"
"Crawford, KS",2011,"22,627"
"Decatur, KS",2011,"1,773"
"Dickinson, KS",2011,"10,240"
"Doniphan, KS",2011,"3,704"
"Douglas, KS",2011,"66,327"
"Edwards, KS",2011,"1,837"
"Elk, KS",2011,"1,562"
"Ellis, KS",2011,"23,773"
"Ellsworth, KS",2011,"3,894"
"Finney, KS",2011,"23,807"
"Ford, KS",2011,"21,695"
"Franklin, KS",2011,"13,522"
"Geary, KS",2011,"36,914"
"Gove, KS",2011,"2,274"
"Graham, KS",2011,"2,136"
"Grant, KS",2011,"4,799"
"Gray, KS",2011,"4,924"
"Greeley, KS",2011,"1,144"
"Greenwood, KS",2011,"3,467"
"Hamilton, KS",2011,"1,777"
"Harper, KS",2011,"4,030"
"Harvey, KS",2011,"19,443"
"Haskell, KS",2011,"2,774"
"Hodgeman, KS",2011,"1,320"
"Jackson, KS",2011,"6,669"
"Jefferson, KS",2011,"6,685"
"Jewell, KS",2011,"1,848"
"Johnson, KS",2011,"411,162"
"Kearny, KS",2011,"2,267"
"Kingman, KS",2011,"4,941"
"Kiowa, KS",2011,"2,016"
"Labette, KS",2011,"14,266"
"Lane, KS",2011,"1,415"
"Leavenworth, KS",2011,"32,898"
"Lincoln, KS",2011,"1,918"
"Linn, KS",2011,"4,018"
"Logan, KS",2011,"2,257"
"Lyon, KS",2011,"20,614"
"McPherson, KS",2011,"20,869"
"Marion, KS",2011,"6,604"
"Marshall, KS",2011,"7,578"
"Meade, KS",2011,"2,761"
"Miami, KS",2011,"12,919"
"Mitchell, KS",2011,"5,130"
"Montgomery, KS",2011,"21,873"
"Morris, KS",2011,"2,832"
"Morton, KS",2011,"2,162"
"Nemaha, KS",2011,"7,264"
"Neosho, KS",2011,"9,818"
"Ness, KS",2011,"2,710"
"Norton, KS",2011,"3,861"
"Osage, KS",2011,"5,989"
"Osborne, KS",2011,"2,732"
"Ottawa, KS",2011,"2,769"
"Pawnee, KS",2011,"4,443"
"Phillips, KS",2011,"3,911"
"Pottawatomie, KS",2011,"12,675"
"Pratt, KS",2011,"7,018"
"Rawlins, KS",2011,"1,706"
"Reno, KS",2011,"38,213"
"Republic, KS",2011,"3,496"
"Rice, KS",2011,"5,764"
"Riley, KS",2011,"39,392"
"Rooks, KS",2011,"3,629"
"Rush, KS",2011,"2,319"
"Russell, KS",2011,"5,194"
"Saline, KS",2011,"37,246"
"Scott, KS",2011,"3,022"
"Sedgwick, KS",2011,"314,657"
"Seward, KS",2011,"15,022"
"Shawnee, KS",2011,"119,859"
"Sheridan, KS",2011,"2,003"
"Sherman, KS",2011,"4,055"
"Smith, KS",2011,"2,541"
"Stafford, KS",2011,"2,646"
"Stanton, KS",2011,"1,456"
"Stevens, KS",2011,"3,003"
"Sumner, KS",2011,"10,256"
"Thomas, KS",2011,"6,247"
"Trego, KS",2011,"2,294"
"Wabaunsee, KS",2011,"2,900"
"Wallace, KS",2011,"1,114"
"Washington, KS",2011,"3,642"
"Wichita, KS",2011,"1,449"
"Wilson, KS",2011,"4,924"
"Woodson, KS",2011,"1,641"
"Wyandotte, KS",2011,"100,489"
"Adair, KY",2011,"8,009"
"Allen, KY",2011,"7,597"
"Anderson, KY",2011,"7,517"
"Ballard, KY",2011,"3,731"
"Barren, KY",2011,"23,784"
"Bath, KY",2011,"3,659"
"Bell, KY",2011,"11,292"
"Boone, KY",2011,"89,509"
"Bourbon, KY",2011,"10,266"
"Boyd, KY",2011,"32,296"
"Boyle, KY",2011,"18,524"
"Bracken, KY",2011,"2,875"
"Breathitt, KY",2011,"4,151"
"Breckinridge, KY",2011,"6,741"
"Bullitt, KY",2011,"25,105"
"Butler, KY",2011,"4,558"
"Caldwell, KY",2011,"5,934"
"Calloway, KY",2011,"21,765"
"Campbell, KY",2011,"39,125"
"Carlisle, KY",2011,"1,922"
"Carroll, KY",2011,"7,420"
"Carter, KY",2011,"9,492"
"Casey, KY",2011,"6,023"
"Christian, KY",2011,"71,930"
"Clark, KY",2011,"17,018"
"Clay, KY",2011,"5,625"
"Clinton, KY",2011,"5,779"
"Crittenden, KY",2011,"3,444"
"Cumberland, KY",2011,"2,912"
"Daviess, KY",2011,"56,186"
"Edmonson, KY",2011,"2,964"
"Elliott, KY",2011,"1,787"
"Estill, KY",2011,"4,098"
"Fayette, KY",2011,"224,117"
"Fleming, KY",2011,"6,162"
"Floyd, KY",2011,"15,467"
"Franklin, KY",2011,"37,318"
"Fulton, KY",2011,"3,473"
"Gallatin, KY",2011,"3,053"
"Garrard, KY",2011,"4,826"
"Grant, KY",2011,"8,315"
"Graves, KY",2011,"17,326"
"Grayson, KY",2011,"11,817"
"Green, KY",2011,"4,059"
"Greenup, KY",2011,"11,995"
"Hancock, KY",2011,"5,392"
"Hardin, KY",2011,"68,124"
"Harlan, KY",2011,"10,489"
"Harrison, KY",2011,"7,743"
"Hart, KY",2011,"8,574"
"Henderson, KY",2011,"24,298"
"Henry, KY",2011,"6,041"
"Hickman, KY",2011,"1,783"
"Hopkins, KY",2011,"22,847"
"Jackson, KY",2011,"3,970"
"Jefferson, KY",2011,"523,531"
"Jessamine, KY",2011,"22,852"
"Johnson, KY",2011,"8,131"
"Kenton, KY",2011,"81,811"
"Knott, KY",2011,"4,716"
"Knox, KY",2011,"11,489"
"Larue, KY",2011,"4,966"
"Laurel, KY",2011,"30,163"
"Lawrence, KY",2011,"5,061"
"Lee, KY",2011,"2,534"
"Leslie, KY",2011,"2,717"
"Letcher, KY",2011,"7,554"
"Lewis, KY",2011,"4,051"
"Lincoln, KY",2011,"8,065"
"Livingston, KY",2011,"4,055"
"Logan, KY",2011,"12,497"
"Lyon, KY",2011,"3,299"
"McCracken, KY",2011,"46,936"
"McCreary, KY",2011,"4,364"
"McLean, KY",2011,"3,056"
"Madison, KY",2011,"43,365"
"Magoffin, KY",2011,"3,593"
"Marion, KY",2011,"10,194"
"Marshall, KY",2011,"15,074"
"Martin, KY",2011,"3,950"
"Mason, KY",2011,"11,366"
"Meade, KY",2011,"7,731"
"Menifee, KY",2011,"1,820"
"Mercer, KY",2011,"9,540"
"Metcalfe, KY",2011,"4,206"
"Monroe, KY",2011,"5,487"
"Montgomery, KY",2011,"13,935"
"Morgan, KY",2011,"4,813"
"Muhlenberg, KY",2011,"13,103"
"Nelson, KY",2011,"20,063"
"Nicholas, KY",2011,"2,277"
"Ohio, KY",2011,"9,804"
"Oldham, KY",2011,"21,559"
"Owen, KY",2011,"3,698"
"Owsley, KY",2011,"1,213"
"Pendleton, KY",2011,"4,423"
"Perry, KY",2011,"15,743"
"Pike, KY",2011,"29,694"
"Powell, KY",2011,"3,962"
"Pulaski, KY",2011,"34,199"
"Robertson, KY",2011,768
"Rockcastle, KY",2011,"5,322"
"Rowan, KY",2011,"13,020"
"Russell, KY",2011,"9,268"
"Scott, KY",2011,"28,806"
"Shelby, KY",2011,"19,893"
"Simpson, KY",2011,"10,510"
"Spencer, KY",2011,"4,056"
"Taylor, KY",2011,"14,974"
"Todd, KY",2011,"4,724"
"Trigg, KY",2011,"4,926"
"Trimble, KY",2011,"2,271"
"Union, KY",2011,"8,195"
"Warren, KY",2011,"74,325"
"Washington, KY",2011,"5,289"
"Wayne, KY",2011,"7,784"
"Webster, KY",2011,"5,248"
"Whitley, KY",2011,"15,861"
"Wolfe, KY",2011,"1,977"
"Woodford, KY",2011,"14,098"
"Acadia, LA",2011,"23,282"
"Allen, LA",2011,"10,795"
"Ascension, LA",2011,"50,818"
"Assumption, LA",2011,"6,701"
"Avoyelles, LA",2011,"16,711"
"Beauregard, LA",2011,"13,012"
"Bienville, LA",2011,"6,308"
"Bossier, LA",2011,"66,056"
"Caddo, LA",2011,"164,810"
"Calcasieu, LA",2011,"108,662"
"Caldwell, LA",2011,"3,865"
"Cameron, LA",2011,"3,684"
"Catahoula, LA",2011,"4,218"
"Claiborne, LA",2011,"6,027"
"Concordia, LA",2011,"8,446"
"De Soto, LA",2011,"11,679"
"East Baton Rouge, LA",2011,"332,022"
"East Carroll, LA",2011,"2,862"
"East Feliciana, LA",2011,"7,572"
"Evangeline, LA",2011,"11,954"
"Franklin, LA",2011,"8,640"
"Grant, LA",2011,"5,414"
"Iberia, LA",2011,"43,322"
"Iberville, LA",2011,"17,871"
"Jackson, LA",2011,"5,267"
"Jefferson, LA",2011,"266,137"
"Jefferson Davis, LA",2011,"12,452"
"Lafayette, LA",2011,"177,271"
"Lafourche, LA",2011,"49,694"
"LaSalle, LA",2011,"6,285"
"Lincoln, LA",2011,"25,107"
"Livingston, LA",2011,"37,908"
"Madison, LA",2011,"5,065"
"Morehouse, LA",2011,"10,648"
"Natchitoches, LA",2011,"18,787"
"Orleans, LA",2011,"247,365"
"Ouachita, LA",2011,"94,428"
"Plaquemines, LA",2011,"19,768"
"Pointe Coupee, LA",2011,"9,421"
"Rapides, LA",2011,"76,381"
"Red River, LA",2011,"4,143"
"Richland, LA",2011,"9,800"
"Sabine, LA",2011,"8,596"
"St. Bernard, LA",2011,"16,214"
"St. Charles, LA",2011,"30,942"
"St. Helena, LA",2011,"2,847"
"St. James, LA",2011,"10,128"
"St. John the Baptist, LA",2011,"21,750"
"St. Landry, LA",2011,"36,413"
"St. Martin, LA",2011,"18,687"
"St. Mary, LA",2011,"33,334"
"St. Tammany, LA",2011,"118,624"
"Tangipahoa, LA",2011,"60,288"
"Tensas, LA",2011,"2,110"
"Terrebonne, LA",2011,"68,533"
"Union, LA",2011,"8,052"
"Vermilion, LA",2011,"21,931"
"Vernon, LA",2011,"29,128"
"Washington, LA",2011,"16,030"
"Webster, LA",2011,"18,259"
"West Baton Rouge, LA",2011,"14,721"
"West Carroll, LA",2011,"4,043"
"West Feliciana, LA",2011,"7,030"
"Winn, LA",2011,"6,626"
"Androscoggin, ME",2011,"60,362"
"Aroostook, ME",2011,"37,739"
"Cumberland, ME",2011,"226,376"
"Franklin, ME",2011,"15,920"
"Hancock, ME",2011,"34,977"
"Kennebec, ME",2011,"75,500"
"Knox, ME",2011,"26,231"
"Lincoln, ME",2011,"18,514"
"Oxford, ME",2011,"24,349"
"Penobscot, ME",2011,"89,529"
"Piscataquis, ME",2011,"7,952"
"Sagadahoc, ME",2011,"21,186"
"Somerset, ME",2011,"23,227"
"Waldo, ME",2011,"17,660"
"Washington, ME",2011,"16,851"
"York, ME",2011,"98,016"
"Allegany, MD",2011,"37,414"
"Anne Arundel, MD",2011,"355,144"
"Baltimore, MD",2011,"491,560"
"Calvert, MD",2011,"33,752"
"Caroline, MD",2011,"13,166"
"Carroll, MD",2011,"78,440"
"Cecil, MD",2011,"40,500"
"Charles, MD",2011,"59,386"
"Dorchester, MD",2011,"15,816"
"Frederick, MD",2011,"127,197"
"Garrett, MD",2011,"16,713"
"Harford, MD",2011,"117,868"
"Howard, MD",2011,"206,672"
"Kent, MD",2011,"12,220"
"Montgomery, MD",2011,"663,362"
"Prince George's, MD",2011,"430,315"
"Queen Anne's, MD",2011,"21,996"
"St. Mary's, MD",2011,"58,334"
"Somerset, MD",2011,"9,329"
"Talbot, MD",2011,"27,476"
"Washington, MD",2011,"83,418"
"Wicomico, MD",2011,"56,220"
"Worcester, MD",2011,"33,031"
"Baltimore (Independent City), MD",2011,"405,502"
"Barnstable, MA",2011,"136,699"
"Berkshire, MA",2011,"81,165"
"Bristol, MA",2011,"268,893"
"Dukes, MA",2011,"14,697"
"Essex, MA",2011,"409,309"
"Franklin, MA",2011,"37,514"
"Hampden, MA",2011,"241,235"
"Hampshire, MA",2011,"88,707"
"Middlesex, MA",2011,"1,082,306"
"Nantucket, MA",2011,"9,533"
"Norfolk, MA",2011,"431,034"
"Plymouth, MA",2011,"241,496"
"Suffolk, MA",2011,"715,417"
"Worcester, MA",2011,"417,306"
"Alcona, MI",2011,"3,065"
"Alger, MI",2011,"3,612"
"Allegan, MI",2011,"48,413"
"Alpena, MI",2011,"15,792"
"Antrim, MI",2011,"8,749"
"Arenac, MI",2011,"6,525"
"Baraga, MI",2011,"3,698"
"Barry, MI",2011,"18,121"
"Bay, MI",2011,"47,644"
"Benzie, MI",2011,"7,041"
"Berrien, MI",2011,"80,616"
"Branch, MI",2011,"18,297"
"Calhoun, MI",2011,"69,084"
"Cass, MI",2011,"14,395"
"Charlevoix, MI",2011,"14,212"
"Cheboygan, MI",2011,"9,980"
"Chippewa, MI",2011,"17,113"
"Clare, MI",2011,"10,981"
"Clinton, MI",2011,"23,465"
"Crawford, MI",2011,"5,078"
"Delta, MI",2011,"18,504"
"Dickinson, MI",2011,"16,762"
"Eaton, MI",2011,"47,238"
"Emmet, MI",2011,"23,656"
"Genesee, MI",2011,"182,703"
"Gladwin, MI",2011,"7,478"
"Gogebic, MI",2011,"7,127"
"Grand Traverse, MI",2011,"63,549"
"Gratiot, MI",2011,"18,318"
"Hillsdale, MI",2011,"17,928"
"Houghton, MI",2011,"16,540"
"Huron, MI",2011,"17,435"
"Ingham, MI",2011,"189,792"
"Ionia, MI",2011,"26,254"
"Iosco, MI",2011,"10,348"
"Iron, MI",2011,"5,122"
"Isabella, MI",2011,"37,895"
"Jackson, MI",2011,"72,195"
"Kalamazoo, MI",2011,"141,490"
"Kalkaska, MI",2011,"6,236"
"Kent, MI",2011,"412,479"
"Keweenaw, MI",2011,682
"Lake, MI",2011,"2,708"
"Lapeer, MI",2011,"31,161"
"Leelanau, MI",2011,"10,875"
"Lenawee, MI",2011,"38,936"
"Livingston, MI",2011,"72,385"
"Luce, MI",2011,"2,308"
"Mackinac, MI",2011,"6,062"
"Macomb, MI",2011,"388,461"
"Manistee, MI",2011,"10,500"
"Marquette, MI",2011,"34,754"
"Mason, MI",2011,"14,289"
"Mecosta, MI",2011,"18,221"
"Menominee, MI",2011,"10,329"
"Midland, MI",2011,"45,974"
"Missaukee, MI",2011,"5,213"
"Monroe, MI",2011,"53,377"
"Montcalm, MI",2011,"22,411"
"Montmorency, MI",2011,"3,240"
"Muskegon, MI",2011,"76,745"
"Newaygo, MI",2011,"16,069"
"Oakland, MI",2011,"874,386"
"Oceana, MI",2011,"11,022"
"Ogemaw, MI",2011,"8,509"
"Ontonagon, MI",2011,"2,370"
"Osceola, MI",2011,"9,262"
"Oscoda, MI",2011,"2,878"
"Otsego, MI",2011,"13,924"
"Ottawa, MI",2011,"143,953"
"Presque Isle, MI",2011,"4,853"
"Roscommon, MI",2011,"8,375"
"Saginaw, MI",2011,"106,093"
"St. Clair, MI",2011,"64,175"
"St. Joseph, MI",2011,"27,029"
"Sanilac, MI",2011,"17,421"
"Schoolcraft, MI",2011,"3,681"
"Shiawassee, MI",2011,"25,400"
"Tuscola, MI",2011,"18,874"
"Van Buren, MI",2011,"31,506"
"Washtenaw, MI",2011,"245,292"
"Wayne, MI",2011,"899,039"
"Wexford, MI",2011,"17,676"
"Aitkin, MN",2011,"6,044"
"Anoka, MN",2011,"149,048"
"Becker, MN",2011,"20,058"
"Beltrami, MN",2011,"24,200"
"Benton, MN",2011,"22,770"
"Big Stone, MN",2011,"2,982"
"Blue Earth, MN",2011,"47,866"
"Brown, MN",2011,"18,619"
"Carlton, MN",2011,"17,335"
"Carver, MN",2011,"48,841"
"Cass, MN",2011,"14,702"
"Chippewa, MN",2011,"8,161"
"Chisago, MN",2011,"22,233"
"Clay, MN",2011,"27,461"
"Clearwater, MN",2011,"4,384"
"Cook, MN",2011,"4,181"
"Cottonwood, MN",2011,"7,746"
"Crow Wing, MN",2011,"39,121"
"Dakota, MN",2011,"230,710"
"Dodge, MN",2011,"8,507"
"Douglas, MN",2011,"25,136"
"Faribault, MN",2011,"7,983"
"Fillmore, MN",2011,"11,030"
"Freeborn, MN",2011,"16,876"
"Goodhue, MN",2011,"29,775"
"Grant, MN",2011,"3,592"
"Hennepin, MN",2011,"1,056,251"
"Houston, MN",2011,"8,650"
"Hubbard, MN",2011,"9,061"
"Isanti, MN",2011,"15,483"
"Itasca, MN",2011,"21,889"
"Jackson, MN",2011,"7,529"
"Kanabec, MN",2011,"6,204"
"Kandiyohi, MN",2011,"29,682"
"Kittson, MN",2011,"2,691"
"Koochiching, MN",2011,"6,950"
"Lac qui Parle, MN",2011,"4,382"
"Lake, MN",2011,"6,104"
"Lake of the Woods, MN",2011,"2,315"
"Le Sueur, MN",2011,"11,990"
"Lincoln, MN",2011,"3,389"
"Lyon, MN",2011,"19,633"
"McLeod, MN",2011,"22,728"
"Mahnomen, MN",2011,"2,855"
"Marshall, MN",2011,"4,783"
"Martin, MN",2011,"13,209"
"Meeker, MN",2011,"10,810"
"Mille Lacs, MN",2011,"13,788"
"Morrison, MN",2011,"17,945"
"Mower, MN",2011,"21,723"
"Murray, MN",2011,"5,274"
"Nicollet, MN",2011,"19,066"
"Nobles, MN",2011,"14,075"
"Norman, MN",2011,"3,465"
"Olmsted, MN",2011,"109,191"
"Otter Tail, MN",2011,"33,971"
"Pennington, MN",2011,"12,097"
"Pine, MN",2011,"12,497"
"Pipestone, MN",2011,"6,307"
"Polk, MN",2011,"17,518"
"Pope, MN",2011,"6,375"
"Ramsey, MN",2011,"396,111"
"Red Lake, MN",2011,"1,920"
"Redwood, MN",2011,"9,344"
"Renville, MN",2011,"9,144"
"Rice, MN",2011,"32,102"
"Rock, MN",2011,"5,574"
"Roseau, MN",2011,"11,572"
"St. Louis, MN",2011,"119,642"
"Scott, MN",2011,"62,545"
"Sherburne, MN",2011,"34,818"
"Sibley, MN",2011,"6,546"
"Stearns, MN",2011,"106,149"
"Steele, MN",2011,"26,744"
"Stevens, MN",2011,"6,948"
"Swift, MN",2011,"5,935"
"Todd, MN",2011,"11,463"
"Traverse, MN",2011,"2,114"
"Wabasha, MN",2011,"10,866"
"Wadena, MN",2011,"8,096"
"Waseca, MN",2011,"11,031"
"Washington, MN",2011,"107,637"
"Watonwan, MN",2011,"6,104"
"Wilkin, MN",2011,"3,559"
"Winona, MN",2011,"32,031"
"Wright, MN",2011,"55,094"
"Yellow Medicine, MN",2011,"6,871"
"Adams, MS",2011,"16,362"
"Alcorn, MS",2011,"17,929"
"Amite, MS",2011,"3,682"
"Attala, MS",2011,"7,163"
"Benton, MS",2011,"2,312"
"Bolivar, MS",2011,"16,659"
"Calhoun, MS",2011,"5,830"
"Carroll, MS",2011,"2,793"
"Chickasaw, MS",2011,"8,806"
"Choctaw, MS",2011,"3,145"
"Claiborne, MS",2011,"4,993"
"Clarke, MS",2011,"5,143"
"Clay, MS",2011,"8,119"
"Coahoma, MS",2011,"11,977"
"Copiah, MS",2011,"11,477"
"Covington, MS",2011,"8,008"
"DeSoto, MS",2011,"68,165"
"Forrest, MS",2011,"48,339"
"Franklin, MS",2011,"2,785"
"George, MS",2011,"7,406"
"Greene, MS",2011,"3,432"
"Grenada, MS",2011,"12,885"
"Hancock, MS",2011,"19,902"
"Harrison, MS",2011,"120,611"
"Hinds, MS",2011,"171,234"
"Holmes, MS",2011,"6,774"
"Humphreys, MS",2011,"4,415"
"Issaquena, MS",2011,456
"Itawamba, MS",2011,"7,695"
"Jackson, MS",2011,"65,271"
"Jasper, MS",2011,"6,504"
"Jefferson, MS",2011,"2,242"
"Jefferson Davis, MS",2011,"3,605"
"Jones, MS",2011,"37,669"
"Kemper, MS",2011,"3,508"
"Lafayette, MS",2011,"27,220"
"Lamar, MS",2011,"27,413"
"Lauderdale, MS",2011,"45,709"
"Lawrence, MS",2011,"4,275"
"Leake, MS",2011,"8,407"
"Lee, MS",2011,"62,465"
"Leflore, MS",2011,"18,527"
"Lincoln, MS",2011,"16,165"
"Lowndes, MS",2011,"34,274"
"Madison, MS",2011,"69,200"
"Marion, MS",2011,"11,802"
"Marshall, MS",2011,"11,414"
"Monroe, MS",2011,"13,728"
"Montgomery, MS",2011,"4,092"
"Neshoba, MS",2011,"16,525"
"Newton, MS",2011,"8,496"
"Noxubee, MS",2011,"4,549"
"Oktibbeha, MS",2011,"26,031"
"Panola, MS",2011,"16,020"
"Pearl River, MS",2011,"17,690"
"Perry, MS",2011,"3,565"
"Pike, MS",2011,"20,696"
"Pontotoc, MS",2011,"15,302"
"Prentiss, MS",2011,"9,578"
"Quitman, MS",2011,"2,294"
"Rankin, MS",2011,"79,506"
"Scott, MS",2011,"16,013"
"Sharkey, MS",2011,"1,996"
"Simpson, MS",2011,"11,526"
"Smith, MS",2011,"5,128"
"Stone, MS",2011,"6,703"
"Sunflower, MS",2011,"12,276"
"Tallahatchie, MS",2011,"4,821"
"Tate, MS",2011,"9,745"
"Tippah, MS",2011,"9,461"
"Tishomingo, MS",2011,"7,270"
"Tunica, MS",2011,"13,203"
"Union, MS",2011,"13,293"
"Walthall, MS",2011,"4,957"
"Warren, MS",2011,"27,492"
"Washington, MS",2011,"25,179"
"Wayne, MS",2011,"8,033"
"Webster, MS",2011,"4,144"
"Wilkinson, MS",2011,"3,667"
"Winston, MS",2011,"7,341"
"Yalobusha, MS",2011,"5,328"
"Yazoo, MS",2011,"10,126"
"Adair, MO",2011,"14,329"
"Andrew, MO",2011,"4,951"
"Atchison, MO",2011,"2,976"
"Audrain, MO",2011,"13,258"
"Barry, MO",2011,"19,912"
"Barton, MO",2011,"6,049"
"Bates, MO",2011,"6,867"
"Benton, MO",2011,"6,743"
"Bollinger, MO",2011,"3,861"
"Boone, MO",2011,"115,066"
"Buchanan, MO",2011,"56,913"
"Butler, MO",2011,"24,104"
"Caldwell, MO",2011,"3,652"
"Callaway, MO",2011,"20,009"
"Camden, MO",2011,"24,468"
"Cape Girardeau, MO",2011,"52,778"
"Carroll, MO",2011,"4,815"
"Carter, MO",2011,"2,430"
"Cass, MO",2011,"36,092"
"Cedar, MO",2011,"5,847"
"Chariton, MO",2011,"3,901"
"Christian, MO",2011,"27,804"
"Clark, MO",2011,"2,875"
"Clay, MO",2011,"118,988"
"Clinton, MO",2011,"7,340"
"Cole, MO",2011,"65,095"
"Cooper, MO",2011,"8,629"
"Crawford, MO",2011,"9,659"
"Dade, MO",2011,"3,452"
"Dallas, MO",2011,"5,491"
"Daviess, MO",2011,"4,022"
"DeKalb, MO",2011,"5,400"
"Dent, MO",2011,"6,034"
"Douglas, MO",2011,"4,785"
"Dunklin, MO",2011,"13,697"
"Franklin, MO",2011,"51,962"
"Gasconade, MO",2011,"8,367"
"Gentry, MO",2011,"4,093"
"Greene, MO",2011,"198,500"
"Grundy, MO",2011,"5,538"
"Harrison, MO",2011,"4,797"
"Henry, MO",2011,"11,332"
"Hickory, MO",2011,"2,598"
"Holt, MO",2011,"2,500"
"Howard, MO",2011,"4,485"
"Howell, MO",2011,"21,338"
"Iron, MO",2011,"4,503"
"Jackson, MO",2011,"444,446"
"Jasper, MO",2011,"73,257"
"Jefferson, MO",2011,"69,725"
"Johnson, MO",2011,"26,202"
